contrast	library	term	nes	nominal_p	fdr	leading_edge_genes
SoravsNC	MSigDB_Hallmark_2020	heme Metabolism	1.36977382973	0.016	0.038028516781	FTCD;ALDH6A1;SLC30A10;DMTN;C3;ALDH1L1;CAT;BNIP3L;ALAD;BCAM;SLC11A2;EIF2AK1;SLC6A8;DCAF11;KHNYN;FBXO7;OSBP2;FN3K;OPTN;NNT;TFDP2;P4HA2;NFE2L1;NARF;CROCCP2;HAGH;SIDT2;RBM5;ADD1;BLVRB;BTG2;YPEL5;CTSB;CIR1;PICALM;EZH1;EPOR;SELENBP1;GLRX5;MKRN1;BTRC;SLC66A2;SDCBP;TRAK2;ARL2BP;PRDX2;PC;MARCHF8
SoravsNC	MSigDB_Hallmark_2020	mTORC1 Signaling	-2.20341901626	0	0	SLC7A11;MTHFD2;ACSL3;SLC1A5;XBP1;ASNS;SQSTM1;TXNRD1;GOT1;TRIB3;SLC2A1;PPP1R15A;LDLR;EIF2S2;WARS1;PSAT1;BCAT1;IFRD1;HSPA5;SLC1A4;SHMT2;HSPA9;EPRS1;RRM2;ATP2A2;HSPA4;PSME3;RPN1;GCLC;STIP1;CCT6A;GLRX;CTH;RRP9;EEF1E1;PSMC4;DDIT4;TOMM40;PSMD12;PNO1;ARPC5L;ABCF2;GSR;PSMD14;SDF2L1;SERP1;DDX39A;PSMG1;SERPINH1;TES;PNP;VLDLR;HSPE1;CALR;MCM4;UCHL5;UBE2D3;PSMC2;HK2;DDIT3;G6PD;PSPH;ETF1;CDC25A;M6PR;NUP205;GMPS;GLA;PITPNB;CACYBP;PSMD13;TFRC;SLC6A6;PDAP1;PSMA4;ACTR3;TUBG1;POLR3G;IFI30;PSMA3;MCM2;MAP2K3;SSR1;NFKBIB;ADIPOR2;PLK1;HSPD1;ATP5MC1;PSMB5;CORO1A;CANX;YKT6
SoravsNC	MSigDB_Hallmark_2020	p53 Pathway	-1.47671745312	0.00168918918919	0.0204563921219	SLC7A11;IER3;EPHA2;JUN;TRIB3;PPP1R15A;ATF3;GADD45A;MXD1;ZFP36L1;TGFB1;PLK3;SFN;DDIT4;SLC3A2;LIF;RHBDF2;UPP1;AEN;TRAF4;SEC61A1;FOS;HBEGF;WWP1;DDIT3;IRAK1;CDKN2B;OSGIN1;SAT1;NOL8;TXNIP;TM4SF1;PTPN14;IFI30;BAK1;GPX2;CCND3;CCNK;DNTTIP2;STEAP3;SPHK1;TAX1BP3;SDC1;INHBB;PDGFA;HRAS;CDK5R1;BLCAP;MDM2;CSRNP2;CDKN2AIP;PCNA;BAIAP2;NUDT15;CDKN1A;ABCC5;RRP8;POM121;RCHY1;PRKAB1;PITPNC1
SoravsNC	Reactome_2022	APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143	-2.03698548074	0	3.97160601542e-05	PSMD11;PSME3;PSMD7;PSMC4;PSMD2;PSMD12;UBE2S;PSMD14;PSMA5;PSMC5;PSMB3;PSMC3;PSME4;PSMD8;PSMC2;PSMC1;PSMD3;PSMB2;PSMA6;PSMB1;PSMD13;ANAPC7;PSMA4;ANAPC1;PSMA7;PSMA3;PSMB7;PLK1;PSMB5;PSMD6;UBE2D1;PSMB4;CDK2;PSMB6;CDC20;PSMD4;PSMA1;PSMD5;UBE2E1;ANAPC10
SoravsNC	Reactome_2022	APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409	-2.1994814319	0	0	PSMD11;PSME3;PSMD7;PSMC4;PSMD2;PSMD12;UBE2S;PSMD14;PSMA5;PSMC5;PSMB3;PSMC3;PSME4;PSMD8;PSMC2;PSMC1;PSMD3;PSMB2;PSMA6;PSMB1;PSMD13;ANAPC7;PSMA4;ANAPC1;PSMA7;PSMA3;PSMB7;PSMB5;PSMD6;UBE2D1;PSMB4;PSMB6;CDC20;PSMD4;PSMA1;PSMD5;UBE2E1;ANAPC10
SoravsNC	Reactome_2022	APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154	-2.24844603365	0	0	PSMD11;PSME3;PSMD7;PSMC4;PSMD2;PSMD12;UBE2S;PSMD14;PSMA5;PSMC5;PSMB3;PSMC3;PSME4;PSMD8;PSMC2;PSMC1;PSMD3;PSMB2;PSMA6;PSMB1;PSMD13;ANAPC7;PSMA4;ANAPC1;PSMA7;PSMA3;PSMB7;PSMB5;PSMD6;UBE2D1;PSMB4;PSMB6;CDC20;PSMD4;PSMA1;PSMD5;UBE2E1;ANAPC10
SoravsNC	Reactome_2022	APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178	-2.12095854199	0	0	PSMD11;PSME3;PSMD7;PSMC4;PSMD2;PSMD12;UBE2S;PSMD14;PSMA5;PSMC5;PSMB3;PSMC3;PSME4;PSMD8;PSMC2;PSMC1;PSMD3;PSMB2;PSMA6;PSMB1;PSMD13;ANAPC7;PSMA4;ANAPC1;PSMA7;PSMA3;PSMB7;PLK1;PSMB5;PSMD6;UBE2D1;PSMB4;PSMB6;CDC20;PSMD4;PSMA1;PSMD5;UBE2E1;ANAPC10
SoravsNC	Reactome_2022	APC:Cdc20 Mediated Degradation Of Cell Cycle Proteins Before Cycle Checkpoint Satisfied R-HSA-179419	-2.19120640611	0	0	PSMD11;PSME3;PSMD7;PSMC4;PSMD2;PSMD12;UBE2S;PSMD14;PSMA5;PSMC5;PSMB3;PSMC3;PSME4;PSMD8;PSMC2;PSMC1;PSMD3;PSMB2;PSMA6;PSMB1;PSMD13;ANAPC7;PSMA4;ANAPC1;PSMA7;PSMA3;PSMB7;PSMB5;PSMD6;UBE2D1;PSMB4;PSMB6;CDC20;PSMD4;PSMA1;PSMD5;UBE2E1;ANAPC10
SoravsNC	Reactome_2022	ATF4 Activates Genes In Response To Endoplasmic Reticulum Stress R-HSA-380994	-2.05908188232	0	1.41020793301e-05	ASNS;CEBPB;ATF3;ATF4;CEBPG;EXOSC6;DDIT3;CXCL8;EXOSC2;EXOSC5;PARN;HERPUD1;EXOSC8;EXOSC3;KHSRP;EXOSC4;NFYA;DCP2;DIS3;IGFBP1;EXOSC7
SoravsNC	Reactome_2022	AUF1 (hnRNP D0) Binds And Destabilizes mRNA R-HSA-450408	-2.19828839127	0	0	PSMD11;PSME3;PSMD7;PSMC4;PSMD2;PSMD12;EIF4G1;PSMD14;PSMA5;PSMC5;PSMB3;PSMC3;PSME4;PSMD8;PSMC2;PSMC1;PSMD3;PSMB2;PSMA6;HSPA8;HNRNPD;PSMB1;PSMD13;PSMA4;PSMA7;PSMA3;PSMB7;PSMB5;PSMD6;PSMB4;PSMB6;PSMD4;PSMA1;HSPB1;PSMD5
SoravsNC	Reactome_2022	Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814	-2.21108370244	0	0	PSMD11;PSME3;PSMD7;PSMC4;PSMD2;PSMD12;UBE2S;PSMD14;PSMA5;PSMC5;PSMB3;PSMC3;PSME4;PSMD8;PSMC2;PSMC1;PSMD3;PSMB2;PSMA6;PSMB1;PSMD13;ANAPC7;PSMA4;ANAPC1;PSMA7;PSMA3;PSMB7;PLK1;PSMB5;PSMD6;UBE2D1;PSMB4;PSMB6;CDC20;PSMD4;PSMA1;PSMD5;UBE2E1;ANAPC10
SoravsNC	Reactome_2022	Activation Of ATR In Response To Replication Stress R-HSA-176187	-1.96954101393	0	0.000151946728638	POLR1B;POLR1A;CDC6;MCM7;MCM5;MCM6;MCM4;CDC45;CDC25A;RFC3;ORC6;CLSPN;MCM8;ORC5;RFC4;CDK2;MCM3;MCM10;RFC2;SLC25A15;ORC4;HUS1;DBF4;ATRIP;CDC7
SoravsNC	Reactome_2022	Activation Of BAD And Translocation To Mitochondria R-HSA-111447	-1.59949272758	0.0249042145594	0.0298135224891	YWHAB;YWHAG;PPP3R1;REXO2;YWHAH;AKT1;YWHAE;YWHAZ;YWHAQ
SoravsNC	Reactome_2022	Activation Of Gene Expression By SREBF (SREBP) R-HSA-2426168	1.90918238331	0	0.00506089419037	SCD;PPARA;RXRA;TM7SF2;DHCR7;SREBF2;GPAM;HMGCS1;FDFT1;FDPS;SQLE;ACACB;HMGCR;TBL1X;MVD;SC5D;IDI1;MVK;CHD9
SoravsNC	Reactome_2022	Activation Of NF-kappaB In B Cells R-HSA-1169091	-2.06268642433	0	1.42570472348e-05	PSMD11;PSME3;IKBKG;PSMD7;PSMC4;PSMD2;PSMD12;PSMD14;PSMA5;PSMC5;PSMB3;PSMC3;PSME4;PSMD8;PSMC2;NFKB1;PSMC1;PSMD3;PSMB2;PSMA6;PSMB1;PSMD13;PSMA4;CHUK;PSMA7;PSMA3;PSMB7;NFKBIB;PSMB5;PSMD6;PSMB4;PSMB6;PSMD4;PSMA1;PSMD5
SoravsNC	Reactome_2022	Activation Of Pre-Replicative Complex R-HSA-68962	-2.01743377073	0	7.48494979829e-05	POLR1B;POLR1A;CDC6;MCM7;MCM5;MCM6;MCM4;CDC45;POLE3;ORC6;MCM8;POLA1;POLE4;ORC5;CDK2;MCM3;MCM10;SLC25A15;ORC4;POLA2;DBF4;CDC7;PRIM2;POLE2
SoravsNC	Reactome_2022	Activation Of SMO R-HSA-5635838	-1.58888806875	0.0309090909091	0.0325230050676	SMOX;GRK2;ARRB1;CSNK1A1
SoravsNC	Reactome_2022	Amino Acid Transport Across Plasma Membrane R-HSA-352230	-1.83768546013	0.00180831826401	0.00184857060814	SLC7A11;SLC7A1;SLC1A5;SLC38A1;SLC6A14;SLC1A4;SLC38A2;SLC7A6;SLC3A2;SLC43A2;SLC7A2;SLC38A5;SLC6A6
SoravsNC	Reactome_2022	Antiviral Mechanism By IFN-stimulated Genes R-HSA-1169410	-1.73955735988	0	0.00756811590716	EIF4A1;ABCE1;NUP155;NUP153;EIF4A3;EIF4G1;GNL3;KPNB1;NUP50;SEH1L;EIF4G2;KPNA4;NUP93;OAS3;PDE12;NUP188;NUP98;EIF4E;NUP205;IRF3;NUP35;NUP88;FLNA;NUP58;MX2;OAS1;STAT1;NUP43;NUP62;UBE2N;NUP37;EIF4G3;POM121C;POM121;SEC13;NEDD4;NUP42;UBE2E1;ARIH1;NUP54
SoravsNC	Reactome_2022	Apoptosis R-HSA-109581	-1.74597602484	0	0.00694873983534	BCL2L1;PSMD11;PSME3;YWHAB;TNFRSF10B;PSMD7;C1QBP;BCAP31;PSMC4;H1-0;PSMD2;CYCS;PSMD12;YWHAG;PPP3R1;KPNB1;PSMD14;REXO2;PSMA5;PSMC5;PMAIP1;TJP2;PSMB3;PSMC3;PSME4;PSMD8;PSMC2;YWHAH;PSMC1;TNFRSF10A;PSMD3;PSMB2;PSMA6;CASP8;E2F1;PSMB1;PSMD13;TJP1;XIAP;PSMA4;CLSPN;TANK;AKT1;TFDP1;BAK1;HMGB1;PSMA7;LMNA;PSMA3;PSMB7;DYNLL1;PSMB5;FADD;DYNLL2;YWHAE;CTNNB1;DFFA;PSMD6;YWHAZ;PLEC;PSMB4;STK24;YWHAQ;NMT1;AVEN;PSMB6;CASP7;LMNB1;PSMD4;PSMA1
SoravsNC	Reactome_2022	Aspirin ADME R-HSA-9749641	2.14449742052	0	0	SLCO2B1;ACSM2B;CES1;ACSM2A;ALB;SLC22A7;CES2;ABCC3;ACSM5;UGT2A3
SoravsNC	Reactome_2022	Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090	1.97042508505	0	0.00161667453304	COL27A1;COL18A1;COL7A1;COL4A5;PCOLCE;COL2A1;DST;COL9A3;COL9A2;COL6A1;CTSB
SoravsNC	Reactome_2022	Assembly Of Pre-Replicative Complex R-HSA-68867	-2.25010627193	0	0	PSMD11;PSME3;PSMD7;PSMC4;PSMD2;PSMD12;UBE2S;CDC6;KPNB1;PSMD14;MCM7;H2AZ1;PSMA5;MCM5;PSMC5;MCM6;PSMB3;MCM4;PSMC3;PSMD8;PSMC2;PSMC1;PSMD3;PSMB2;PSMA6;ORC6;PSMB1;PSMD13;ANAPC7;PSMA4;MCM8;ANAPC1;PSMA7;PSMA3;PSMB7;H3-3B;PSMB5;ORC5;PSMD6;UBE2D1;PSMB4;PSMB6;MCM3;PSMD4;PSMA1;PSMD5;SLC25A15;UBE2E1;ANAPC10;ORC4
SoravsNC	Reactome_2022	Asymmetric Localization Of PCP Proteins R-HSA-4608870	-2.07402196587	0	1.4743082936e-05	PSMD11;PSME3;PSMD7;PSMC4;PSMD2;PSMD12;PSMD14;PSMA5;PSMC5;PSMB3;PSMC3;PSME4;PSMD8;PSMC2;PSMC1;PSMD3;PSMB2;PSMA6;PSMB1;PSMD13;PSMA4;PSMA7;PSMA3;PSMB7;FZD9;PSMB5;PSMD6;PSMB4;SMURF1;PSMB6;PSMD4;PSMA1;PSMD5
SoravsNC	Reactome_2022	Attenuation Phase R-HSA-3371568	-1.65844704717	0.0128676470588	0.0180839211636	FKBP4;TNFRSF21;HSPH1;HSP90AA1;SERPINH1;HSP90AB1;PTGES3;HSPA8;DNAJB1;MRPL18;CREBBP;HSF1
SoravsNC	Reactome_2022	Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084	-2.18071802046	0	0	PSMD11;PSME3;PSMD7;PSMC4;PSMD2;PSMD12;UBE2S;PSMD14;PSMA5;PSMC5;PSMB3;PSMC3;PSMD8;PSMC2;PSMC1;PSMD3;PSMB2;PSMA6;PSMB1;PSMD13;ANAPC7;PSMA4;ANAPC1;PSMA7;PSMA3;PSMB7;PSMB5;PSMD6;UBE2D1;PSMB4;PSMB6;PSMD4;PSMA1;PSMD5;UBE2E1;ANAPC10
SoravsNC	Reactome_2022	Autodegradation Of E3 Ubiquitin Ligase COP1 R-HSA-349425	-2.16776204391	0	0	PSMD11;PSME3;PSMD7;PSMC4;PSMD2;PSMD12;PSMD14;PSMA5;PSMC5;PSMB3;PSMC3;PSME4;PSMD8;PSMC2;PSMC1;PSMD3;PSMB2;PSMA6;PSMB1;PSMD13;PSMA4;PSMA7;PSMA3;PSMB7;PSMB5;PSMD6;PSMB4;PSMB6;PSMD4;PSMA1;PSMD5
SoravsNC	Reactome_2022	B-WICH Complex Positively Regulates rRNA Expression R-HSA-5250924	-1.57324411185	0.0120274914089	0.037033706478	MYBBP1A;POLR1B;POLR1G;POLR1A;H2AZ1;DDX56;POLR1E;POLR2L;POLR1F;BAZ1B;H3-3B;TAF1B;TAF1A;TAF1D;MYO1E
SoravsNC	Reactome_2022	BBSome-mediated Cargo-Targeting To Cilium R-HSA-5620922	-1.70664097481	0	0.0105898741512	SMOX;TCP1;CCT2;CCT5;CCT4;CCT3;CCT8;MKKS
SoravsNC	Reactome_2022	Basigin Interactions R-HSA-210991	-1.88950404259	0.00187617260788	0.000897443604888	SLC7A11;ITGB1;SLC7A6;SLC3A2;ATP1B3;ATP1B1
SoravsNC	Reactome_2022	Beta-catenin Independent WNT Signaling R-HSA-3858494	-1.76070572372	0	0.00596492922387	MYC;PFN1;PSMD11;PSME3;PSMD7;PSMC4;PSMD2;PSMD12;PPP3R1;PSMD14;PSMA5;CALM1;PSMC5;PSMB3;PSMC3;ITPR3;PSME4;PSMD8;PSMC2;CLTB;PSMC1;PSMD3;PSMB2;PSMA6;PSMB1;PSMD13;PSMA4;TNRC6C;PSMA7;PSMA3;PSMB7;FZD9;PSMB5;CTNNB1;ITPR1;NRAS;PSMD6;TCF7L2;PSMB4;SMURF1;TCF7;CLTA;AP2S1;PSMB6;PSMD4;PSMA1;RYK;PSMD5
SoravsNC	Reactome_2022	Bile Acid And Bile Salt Metabolism R-HSA-194068	1.87017260405	0	0.00541234517582	ALB;RXRA;CYP27A1;AKR1D1;ABCC3;OSBPL7;SLC51A;NR1H4;HSD17B4;CYP7A1;ACOX2;CYP8B1;ACOT8;HSD3B7;STARD5;NCOA1
SoravsNC	Reactome_2022	Biological Oxidations R-HSA-211859	1.79394221977	0	0.0117033178152	SULT2A1;GSTA2;ADH6;ACSM2B;CES1;ACSM2A;CYP4F12;CYP4F3;ACSS2;SLC38A3;RXRA;CYP27A1;MAT1A;GSTA1;CYP19A1;CES2;ADH5;ALDH1A1;MAOB;ACSM5;AOC3;CYB5R3;UGT2A3;CES3;GSTK1;MTARC1;BPHL;UGP2;GSTM2;MAOA;GSTM4;CMBL;MTR;DPEP1;NR1H4;CYP4F2;CYP2W1;PAPSS1;CYP3A43;CYP4V2;GSTA4;OPLAH;ALDH1B1;SLC35D1;CYP7A1;FDXR;MTARC2;MIA3;ALDH2;AS3MT;BPNT2;GGT7;SULT1A1;UGT1A9;CYP21A2;ACSM1;CYP8B1;ACY3;GSTZ1;ALDH3A1;MGST3;GSTM3
SoravsNC	Reactome_2022	Butyrate Response Factor 1 Binds And Destabilizes mRNA R-HSA-450385	-1.76125270853	0	0.0059463767842	ZFP36L1;YWHAB;EXOSC6;EXOSC2;EXOSC5;MAPKAPK2;AKT1;EXOSC8;EXOSC3;EXOSC4;DCP2;DIS3;EXOSC7;EXOSC1;EXOSC9
SoravsNC	Reactome_2022	C-type Lectin Receptors (CLRs) R-HSA-5621481	-1.97543596932	0	0.000129739129837	SRC;PSMD11;PSME3;IKBKG;PSMD7;PSMC4;PSMD2;PSMD12;PPP3R1;PSMD14;CARD9;PSMA5;NFATC3;CALM1;PSMC5;PSMB3;PSMC3;UBE2M;ITPR3;PSME4;PSMD8;PSMC2;NFKB1;PSMC1;NFKB2;PSMD3;PSMB2;PSMA6;CASP8;PSMB1;PSMD13;PSMA4;FYN;CHUK;PSMA7;PSMA3;PSMB7;MAP3K14;PSMB5;HRAS;ITPR1;UBE2N;NRAS;PSMD6;UBE2D1;CREBBP;PSMB4;UBE2D2
SoravsNC	Reactome_2022	CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017	-2.24668128314	0	0	PSMD11;PSME3;PSMD7;PSMC4;PSMD2;PSMD12;UBE2S;CDC6;PSMD14;PSMA5;PSMC5;PSMB3;PSMC3;PSME4;PSMD8;PSMC2;PSMC1;PSMD3;PSMB2;PSMA6;PSMB1;PSMD13;ANAPC7;PSMA4;ANAPC1;PSMA7;PSMA3;PSMB7;PSMB5;CCNE1;PSMD6;UBE2D1;PSMB4;CDK2;PSMB6;PSMD4;PSMA1;PSMD5;UBE2E1;ANAPC10
SoravsNC	Reactome_2022	CLEC7A (Dectin-1) Signaling R-HSA-5607764	-1.98885519789	0	8.33187072348e-05	SRC;PSMD11;PSME3;IKBKG;PSMD7;PSMC4;PSMD2;PSMD12;PPP3R1;PSMD14;CARD9;PSMA5;NFATC3;CALM1;PSMC5;PSMB3;PSMC3;UBE2M;ITPR3;PSME4;PSMD8;PSMC2;NFKB1;PSMC1;NFKB2;PSMD3;PSMB2;PSMA6;CASP8;PSMB1;PSMD13;PSMA4;CHUK;PSMA7;PSMA3;PSMB7;MAP3K14;PSMB5;ITPR1;UBE2N;PSMD6;UBE2D1;PSMB4;UBE2D2
SoravsNC	Reactome_2022	Cargo Trafficking To Periciliary Membrane R-HSA-5620920	-1.56046215775	0.00869565217391	0.040803939206	SMOX;TCP1;CCT2;CCT5;CCT4;CCT3;ASAP1;ARF4;CCT8;MKKS;NUDT19;ARL13B;PKD1;RAB8A;RAB3IP;BBS5
SoravsNC	Reactome_2022	Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184	-2.23027781139	0	0	PSMD11;PSME3;PSMD7;PSMC4;PSMD2;PSMD12;UBE2S;PSMD14;PSMA5;PSMC5;PSMB3;PSMC3;PSME4;PSMD8;PSMC2;PSMC1;PSMD3;PSMB2;PSMA6;PSMB1;PSMD13;ANAPC7;PSMA4;ANAPC1;PSMA7;PSMA3;PSMB7;PSMB5;PSMD6;UBE2D1;PSMB4;PSMB6;CDC20;PSMD4;PSMA1;PSMD5;UBE2E1;ANAPC10
SoravsNC	Reactome_2022	Cell Cycle Checkpoints R-HSA-69620	-2.15668394729	0	0	NUDC;POLR1B;PSMD11;PSME3;POLR1A;YWHAB;RCC2;PSMD7;PSMC4;PSMD2;PSMD12;YWHAG;UBE2S;CDC6;PKMYT1;PSMD14;RBBP8;REXO2;MCM7;NDE1;PSMA5;MCM5;SEH1L;MAPRE1;RANGAP1;PSMC5;MCM6;PSMB3;MCM4;PSMC3;CDC45;PPP2CA;PSME4;PSMD8;PSMC2;NUP98;YWHAH;PSMC1;PSMD3;CDC25A;PSMB2;PSMA6;XPO1;RFC3;ORC6;PPP2R5E;PSMB1;PSMD13;ANAPC7;PSMA4;DYNC1LI1;CLSPN;SKA1;MCM8;ANAPC1;MAD1L1;PSMA7;PSMA3;PPP2CB;AHCTF1;PSMB7;PLK1;NUP43;DYNLL1;CENPO;PSMB5;TOP3A;DYNLL2;YWHAE;KIF2A;CCNE1;UBE2N;ORC5;NUP37;MDM2;PPP2R5A;PSMD6;YWHAZ;UBE2D1;PCBP4;EXO1;CLASP2;RFC4;PSMB4;ZWILCH;CDKN1A;CENPM;CDK2;YWHAQ;PSMB6;CDC20;MCM3;MCM10;SEC13;PSMD4;RFC2;PSMA1;CENPN;PSMD5;BLM;SLC25A15;MIS12;UBE2E1;PAFAH1B1;ANAPC10;ORC4;DSN1;CDKN2A
SoravsNC	Reactome_2022	Cell Cycle, Mitotic R-HSA-69278	-1.87494485878	0	0.00110138254106	PHLDA1;MYC;EML4;RRM2;NUDC;SRC;POLR1B;PSMD11;PSME3;POLR1A;RCC2;PSMD7;PSMC4;PSMD2;TUBA1B;PSMD12;YWHAG;NUP155;NUP153;HSP90AA1;TUBB2A;UBE2S;CDC6;PKMYT1;KPNB1;PSMD14;E2F6;CCND1;NUP50;MCM7;NDE1;H2AZ1;PSMA5;MCM5;TUBB6;RAN;SEH1L;MAPRE1;RANGAP1;PSMC5;MCM6;TUBA1C;KMT5A;PSMB3;GORASP2;MCM4;NUP93;PSMC3;CDC45;PPP2CA;TNPO1;NUP188;SET;E2F3;HSP90AB1;PSME4;PSMD8;PSMC2;NUP98;PSMC1;PSMD3;PPP2R2A;CDC25A;PSMB2;CDKN2B;PSMA6;POLE3;NUP205;XPO1;RFC3;FEN1;RCC1;ORC6;PPP2R5E;E2F1;ABL1;PSMB1;PSMD13;ANAPC7;PSMA4;DYNC1LI1;TUBG1;SLC19A1;NUP35;NUP88;SKA1;TMPO;MCM8;HAUS7;AKT1;HAUS2;TFDP1;MYBL2;ANAPC1;GINS3;ODF2;MAD1L1;PSMA7;CCND3;LMNA;POLA1;NUP58;PSMA3;PPP2CB;LPIN2;AJUBA;AHCTF1;PSMB7;H3-3B;MAX;PLK1;NUP43;CCNH;DYNLL1;POLE4;CENPO;PSMB5;SMC1A;NUP62;TK1;TUBB;DYNLL2;YWHAE;KIF2A;GORASP1;CCNE1;E2F4;GINS2;TUBB3;ORC5;NUP37;CSNK2A2;PPP2R5A;PSMD6;UBE2D1;WAPL;CLASP2;MCPH1;RFC4;VRK1;PSMB4;PCNA;CHMP4C;CDK4;POM121C;VPS4A;ZWILCH;HAUS8;CDKN1A;TUBA4A;GINS4;CENPM;CDK2;POLD2;PSMB6;CDC20;MCM3;POM121;LMNB1;RAB8A;MCM10;CEP72;SEC13;PSMD4;TUBGCP3;CEP76;RFC2;PSMA1;UBE2I;CENPN;VRK2;PSMD5;SLC25A15;MIS12;RAB1A;NUP42;CHMP7;UBE2E1;PAFAH1B1;RAB33B;ANKLE2;ANAPC10;CSNK2B;NUP54;CEP41;PCNT;ORC4;DSN1;CDKN2A;GSK3B;GINS1;E2F2;RAB1B;NCAPG2;BLZF1;POLA2;TUBGCP5;CDK7
SoravsNC	Reactome_2022	Cellular Response To Chemical Stress R-HSA-9711123	-1.87386377742	0	0.00112256552058	SLC7A11;SQSTM1;MYC;TXNRD1;SRXN1;NFE2L2;ATF4;MAFG;MAP1LC3B;PSMD11;GCLM;SESN2;PSME3;GCLC;HM13;PSMD7;NQO1;PSMC4;PSMD2;CYCS;PSMD12;GSR;PSMD14;TALDO1;PSMA5;PSMC5;ABCC1;PSMB3;PSMC3;MAFK;VCP;PSME4;PSMD8;PSMC2;COX20;PSMC1;PSMD3;PSMB2;PSMA6;UBL4A;PSMB1;TXNIP;KEAP1;PSMD13;PSMA4;CUL3;AKT1;NPLOC4;GPX2;PSMA7;PSMA3;PSMB7;UFD1;PSMB5;SCO1;CARM1;SCO2;CSNK2A2;TKT;PSMD6;CREBBP;PSMB4;TACO1
SoravsNC	Reactome_2022	Cellular Response To Heat Stress R-HSA-3371556	-1.90965809687	0	0.000608775916928	HSPA5;HSPA9;FKBP4;TNFRSF21;POLR1B;HSPA4;POLR1A;HSPH1;NUP155;NUP153;HSP90AA1;BAG2;NUP50;HSPA13;SERPINH1;SEH1L;NUP93;VCP;NUP188;HSP90AB1;RPTOR;PTGES3;NUP98;NUP205;HSPA8;MAPKAPK2;NUP35;CCAR2;NUP88;DNAJC7;HSPA14;NUP58;DNAJB1;RPS19BP1;NUP43;NUP62;YWHAE;AKT1S1;NUP37;MRPL18;DNAJC2;CREBBP;BAG1;POM121C;HSF1;POM121;SEC13
SoravsNC	Reactome_2022	Cellular Response To Hypoxia R-HSA-1234174	-2.01772351726	0	7.55761921381e-05	HIF1A;PSMD11;PSME3;PSMD7;PSMC4;PSMD2;PSMD12;PSMD14;PSMA5;PSMC5;PSMB3;PSMC3;UBE2D3;ELOC;PSME4;EPAS1;PSMD8;PSMC2;PSMC1;PSMD3;PSMB2;PSMA6;PSMB1;PSMD13;PSMA4;VHL;PSMA7;PSMA3;AJUBA;PSMB7;PSMB5;PSMD6;UBE2D1;CREBBP;PSMB4;UBE2D2;CUL2;PSMB6;PSMD4;PSMA1;PSMD5
SoravsNC	Reactome_2022	Cellular Senescence R-HSA-2559583	-1.54495003967	0.00165289256198	0.0461321478398	JUN;CEBPB;PHC2;HMGA1;HMGA2;CBX4;ASF1A;H1-0;ID1;UBE2S;H2AZ1;FOS;KDM6B;E2F3;NFKB1;ETF1;CXCL8;CDKN2B;EP400;MAPKAPK2;E2F1;ANAPC7;MAP4K4;TERF2IP;TFDP1;ANAPC1;TNRC6C;ETS2;MAP2K3;HIRA;H3-3B;MAPKAPK5;CCNE1;MDM2;UBE2D1;CDK4;CDKN1A;CDK2;LMNB1;RNF2;RING1;UBE2E1;ANAPC10;CDKN2A;E2F2
SoravsNC	Reactome_2022	Chaperonin-mediated Protein Folding R-HSA-390466	-1.66753367719	0.0017667844523	0.0165542139706	NOP56;TCP1;CCT6A;CCT2;CCT5;TUBA1B;CCT4;CCT3;CCT7;PFDN2;TUBB2A;TUBB6;CCT8;TUBA1C;ARFGEF2;KIFC3;XRN2;SPHK1;TUBB;CCNE1;TUBB3;CSNK2A2;FBXW5;PFDN1;TUBA4A;PFDN6;WRAP53;PFDN4;AP3M1
SoravsNC	Reactome_2022	Chemokine Receptors Bind Chemokines R-HSA-380108	-1.65261888978	0.0193798449612	0.0188988658717	CCL20;CCR6;CXCL8
SoravsNC	Reactome_2022	Cholesterol Biosynthesis R-HSA-191273	1.7907298273	0.00621118012422	0.0117360391139	MSMO1;TM7SF2;DHCR7;SREBF2;HMGCS1;FDFT1;FDPS;SQLE;HMGCR;MVD;SC5D;IDI1;DHCR24;MVK;NSDHL
SoravsNC	Reactome_2022	Chromosome Maintenance R-HSA-73886	-1.69420415156	0	0.0122567620148	DKC1;POLR1B;POLR1A;CENPX;RUVBL1;H2AZ1;GAR1;NPM1;NOP10;POLR2D;RFC3;FEN1;POLR2L;SLC19A1;CHTF8;TERF2IP;NHP2;POLR2I;POLA1;POLR2C;H3-3B;CENPO;TERT;RFC4;PCNA;CENPM;CDK2;DAXX;RUVBL2;POLD2;WRAP53;RFC2;CENPN;DSCC1;BLM;PPP6R3;POLR2K;POLA2;SHQ1;CENPW;HJURP;POLR2B;TERF2;ACD;H2AC6;PRIM2;POLD1
