contrast	direction	library	term	overlap	query_size	gene_set_size	background_size	pvalue	overlap_genes	fdr
SoravsNC	up	GO_Biological_Process_2025	Skeletal System Development (GO:0001501)	11	1272	108	20329	0.0750269576371668	CHRD;COL18A1;COL27A1;COL2A1;EVC;FGFR2;HAPLN4;INHA;NFATC2;SPEF2;TBX4	0.4350725252926209
SoravsNC	up	GO_Biological_Process_2025	Arachidonate Metabolic Process (GO:0019369)	4	1272	26	20329	0.07607396677796717	CYP4F12;CYP4F2;CYP4F3;PLA2G4B	0.43626948903607693
SoravsNC	up	GO_Biological_Process_2025	Regulation of B Cell Proliferation (GO:0030888)	4	1272	26	20329	0.07607396677796717	IKZF3;NFATC2;PGAP1;VAV3	0.43626948903607693
SoravsNC	up	GO_Biological_Process_2025	Homophilic Cell Adhesion via Plasma Membrane Adhesion Molecules (GO:0007156)	5	1272	37	20329	0.07884253261387185	DSCAML1;NECTIN4;PTPRM;SDK1;TRO	0.4496623563362582
SoravsNC	up	GO_Biological_Process_2025	Regulation of Stress Fiber Assembly (GO:0051492)	7	1272	60	20329	0.0797300860243711	AMOT;APOA1;EPHA1;PHLDB2;RHPN1;SERPINF2;SORBS3	0.45223950433495735
SoravsNC	up	GO_Biological_Process_2025	Nitrogen Compound Transport (GO:0071705)	13	1272	135	20329	0.08029350015963463	AMN;FLVCR2;RCN3;RHBG;SLC23A1;SLC25A29;SLC29A4;SLC38A3;SLC44A2;SLC44A5;SLC6A12;SLC6A13;ZG16	0.45296007155272144
SoravsNC	up	GO_Biological_Process_2025	Hexose Biosynthetic Process (GO:0019319)	4	1272	27	20329	0.0850840133642959	ENO3;G6PC1;PCK1;PFKFB1	0.4596240365169544
SoravsNC	up	GO_Biological_Process_2025	Regulation of Glucose Metabolic Process (GO:0010906)	4	1272	27	20329	0.0850840133642959	GNMT;RORA;RORC;SLC45A3	0.4596240365169544
SoravsNC	up	GO_Biological_Process_2025	Regulation of Peptidyl-Tyrosine Phosphorylation (GO:0050730)	4	1272	27	20329	0.0850840133642959	DMTN;EFNA1;ITGB2;PGAP1	0.4596240365169544
SoravsNC	up	GO_Biological_Process_2025	Negative Regulation of Blood Vessel Morphogenesis (GO:2000181)	7	1272	61	20329	0.08545951704027036	AMOT;CD36;EFNA3;KLKB1;PTPRM;STAB1;YJEFN3	0.4596240365169544
SoravsNC	up	GO_Biological_Process_2025	Positive Regulation of ERK1 and ERK2 Cascade (GO:0070374)	10	1272	98	20329	0.0859889126627377	CD36;FGA;FGB;FGFR2;FGG;GPNMB;NPNT;PTK2B;SERPINF2;SLC30A10	0.4596240365169544
SoravsNC	up	GO_Biological_Process_2025	Branched-Chain Amino Acid Catabolic Process (GO:0009083)	3	1272	17	20329	0.08622535805042555	ALDH6A1;HMGCL;LDHD	0.4596240365169544
SoravsNC	up	GO_Biological_Process_2025	Negative Regulation of Cell Junction Assembly (GO:1901889)	3	1272	17	20329	0.08622535805042555	DMTN;FAM107A;PHLDB2	0.4596240365169544
SoravsNC	up	GO_Biological_Process_2025	Positive Regulation of Protein Targeting to Membrane (GO:0090314)	3	1272	17	20329	0.08622535805042555	ERBB2;ITGB2;PDZK1	0.4596240365169544
SoravsNC	up	GO_Biological_Process_2025	Regulation of Amyloid Precursor Protein Catabolic Process (GO:1902991)	3	1272	17	20329	0.08622535805042555	ABCA7;EFNA1;EFNA3	0.4596240365169544
SoravsNC	up	GO_Biological_Process_2025	Steroid Hormone Biosynthetic Process (GO:0120178)	3	1272	17	20329	0.08622535805042555	CYP19A1;HSD17B6;SERPINA6	0.4596240365169544
SoravsNC	up	GO_Biological_Process_2025	Regulation of Release of Sequestered Calcium Ion Into Cytosol (GO:0051279)	5	1272	38	20329	0.08634555599306946	CAPN3;FKBP1B;GSTM2;JPH4;PTK2B	0.4596240365169544
SoravsNC	up	GO_Biological_Process_2025	Proteolysis (GO:0006508)	19	1272	217	20329	0.0872837496429512	ADAMTS13;ADAMTS16;ADAMTS6;CAPN12;CAPN3;CTSK;F12;FAM111A;FBXO6;HGFAC;HPN;KLKB1;NPEPL1;PCOLCE;PCSK4;PLG;ST14;TMPRSS6;UBD	0.4622476129050171
SoravsNC	up	GO_Biological_Process_2025	Axonogenesis (GO:0007409)	13	1272	137	20329	0.08773978221728342	APLP1;C9ORF72;CYFIP2;DSCAML1;EFNA1;EFNA3;EFNA4;FGFR2;KIFC2;NTN3;NTN4;SEMA4G;SEMA6C	0.46230403016010246
SoravsNC	up	GO_Biological_Process_2025	Regulation of Cell-Matrix Adhesion (GO:0001952)	6	1272	50	20329	0.09049641603996449	CD36;EPHA1;JUP;PGAP1;PLEKHA2;PTK2B	0.4744206053004199
SoravsNC	up	GO_Biological_Process_2025	Regulation of Angiogenesis (GO:0045765)	14	1272	151	20329	0.09095530419891631	AMOT;ANGPTL4;CD36;CDH5;EFNA3;EPHA1;ERBB2;GLUL;GPNMB;JUP;KLKB1;PTPRM;STAB1;YJEFN3	0.47443017969082985
SoravsNC	up	GO_Biological_Process_2025	Vascular Transport (GO:0010232)	7	1272	62	20329	0.09141737181654382	FLVCR2;SLC1A2;SLC28A2;SLC29A4;SLC38A3;SLC6A13;SLCO2B1	0.47445615972786237
SoravsNC	up	GO_Biological_Process_2025	Positive Regulation of Actin Filament Bundle Assembly (GO:0032233)	5	1272	39	20329	0.09420767051660867	AMOT;APOA1;EPHA1;SERPINF2;SORBS3	0.47893438352182865
SoravsNC	up	GO_Biological_Process_2025	Positive Regulation of Cell Junction Assembly (GO:1901890)	5	1272	39	20329	0.09420767051660867	ACE2;AGXT;CLSTN3;COL16A1;NLGN2	0.47893438352182865
SoravsNC	up	GO_Biological_Process_2025	Bile Acid Metabolic Process (GO:0008206)	4	1272	28	20329	0.09458723373986018	AKR1D1;CYP7A1;CYP8B1;OSBPL7	0.47893438352182865
SoravsNC	up	GO_Biological_Process_2025	Blood Vessel Diameter Maintenance (GO:0097746)	4	1272	28	20329	0.09458723373986018	ACE2;AGXT;KNG1;SERPINF2	0.47893438352182865
SoravsNC	up	GO_Biological_Process_2025	Negative Regulation of Small Molecule Metabolic Process (GO:0062014)	4	1272	28	20329	0.09458723373986018	AMDHD2;C1QTNF12;C1QTNF3;UGT1A9	0.47893438352182865
SoravsNC	up	GO_Biological_Process_2025	Cell Junction Assembly (GO:0034329)	8	1272	75	20329	0.09608421034302768	AMOT;CDH4;CDH5;CLDN19;CLDN3;NLGN2;PCDHB3;SDK1	0.48404352480699886
SoravsNC	up	GO_Biological_Process_2025	Sensory Perception of Mechanical Stimulus (GO:0050954)	7	1272	63	20329	0.0976018551254788	CACNA1D;COL2A1;MYO7A;PJVK;RORA;TSPEAR;WHRN	0.48404352480699886
SoravsNC	up	GO_Biological_Process_2025	Iron Ion Transport (GO:0006826)	3	1272	18	20329	0.09886052722455083	MELTF;TF;TFR2	0.48404352480699886
SoravsNC	up	GO_Biological_Process_2025	Modulation of Excitatory Postsynaptic Potential (GO:0098815)	3	1272	18	20329	0.09886052722455083	NLGN2;PTK2B;STX1B	0.48404352480699886
SoravsNC	up	GO_Biological_Process_2025	Positive Regulation of B Cell Proliferation (GO:0030890)	3	1272	18	20329	0.09886052722455083	NFATC2;PGAP1;VAV3	0.48404352480699886
SoravsNC	up	GO_Biological_Process_2025	Positive Regulation of Triglyceride Metabolic Process (GO:0090208)	3	1272	18	20329	0.09886052722455083	APOA4;APOA5;PLIN5	0.48404352480699886
SoravsNC	up	GO_Biological_Process_2025	Xenobiotic Transport (GO:0042908)	3	1272	18	20329	0.09886052722455083	SLC29A4;SLC47A1;SLC67A1	0.48404352480699886
SoravsNC	up	GO_Biological_Process_2025	Apoptotic Mitochondrial Changes (GO:0008637)	4	1272	29	20329	0.10456604111964873	ATP2A1;BNIP3;BOK;IFIT2	0.5005444703771402
SoravsNC	up	GO_Biological_Process_2025	Neurotransmitter Transport (GO:0006836)	4	1272	29	20329	0.10456604111964873	SLC1A2;SLC28A2;SLC29A4;SNAP25	0.5005444703771402
SoravsNC	up	GO_Biological_Process_2025	Nuclear Receptor-Mediated Signaling Pathway (GO:0141193)	4	1272	29	20329	0.10456604111964873	CALCOCO1;ESR1;PPARA;RXRA	0.5005444703771402
SoravsNC	up	GO_Biological_Process_2025	Positive Regulation of Establishment of Protein Localization (GO:1904951)	4	1272	29	20329	0.10456604111964873	ERBB2;ITGB2;PDZK1;PTP4A3	0.5005444703771402
SoravsNC	up	GO_Biological_Process_2025	ATP Metabolic Process (GO:0046034)	6	1272	52	20329	0.1046417630749898	ALDOB;ALDOC;ENO3;ENPP3;PFKFB1;PKLR	0.5005444703771402
SoravsNC	up	GO_Biological_Process_2025	Dicarboxylic Acid Metabolic Process (GO:0043648)	6	1272	53	20329	0.1121202975066978	ADHFE1;HAAO;HOGA1;LDHD;PCK1;PHYH	0.5107460261157402
SoravsNC	up	GO_Biological_Process_2025	Diacylglycerol Metabolic Process (GO:0046339)	3	1272	19	20329	0.1121869883953649	DGAT1;MOGAT1;MOGAT2	0.5107460261157402
SoravsNC	up	GO_Biological_Process_2025	Heterotypic Cell-Cell Adhesion (GO:0034113)	3	1272	19	20329	0.1121869883953649	ITGA7;ITGB2;JUP	0.5107460261157402
SoravsNC	up	GO_Biological_Process_2025	Hexose Transmembrane Transport (GO:0008645)	3	1272	19	20329	0.1121869883953649	SLC2A14;SLC45A3;SLC5A9	0.5107460261157402
SoravsNC	up	GO_Biological_Process_2025	Positive Regulation of Calcium Ion Transport (GO:0051928)	3	1272	19	20329	0.1121869883953649	ATP2A1;CACNA1D;WNK3	0.5107460261157402
SoravsNC	up	GO_Biological_Process_2025	Positive Regulation of Interferon-Alpha Production (GO:0032727)	3	1272	19	20329	0.1121869883953649	GPNMB;IRF5;IRF7	0.5107460261157402
SoravsNC	up	GO_Biological_Process_2025	Positive Regulation of Release of Cytochrome C From Mitochondria (GO:0090200)	3	1272	19	20329	0.1121869883953649	BMF;BNIP3;TNFSF10	0.5107460261157402
SoravsNC	up	GO_Biological_Process_2025	Positive Regulation of Rho Protein Signal Transduction (GO:0035025)	3	1272	19	20329	0.1121869883953649	APOA1;ERBB2;RTN4R	0.5107460261157402
SoravsNC	up	GO_Biological_Process_2025	Positive Regulation of Small Molecule Metabolic Process (GO:0062013)	3	1272	19	20329	0.1121869883953649	APOA1;PPARA;SLC45A3	0.5107460261157402
SoravsNC	up	GO_Biological_Process_2025	Receptor Clustering (GO:0043113)	3	1272	19	20329	0.1121869883953649	CORIN;ITGAL;ITGB2	0.5107460261157402
SoravsNC	up	GO_Biological_Process_2025	Regulation of Lipid Catabolic Process (GO:0050994)	3	1272	19	20329	0.1121869883953649	APOA5;APOC3;CLSTN3	0.5107460261157402
SoravsNC	up	GO_Biological_Process_2025	L-alpha-amino Acid Transmembrane Transport (GO:1902475)	4	1272	30	20329	0.11500102255108482	SLC1A2;SLC25A29;SLC38A3;SLC47A1	0.5190046148175046
SoravsNC	up	GO_Biological_Process_2025	Regulation of Endothelial Cell Apoptotic Process (GO:2000351)	4	1272	30	20329	0.11500102255108482	CDH5;FGA;FGB;FGG	0.5190046148175046
SoravsNC	up	GO_Biological_Process_2025	Protein Homooligomerization (GO:0051260)	10	1272	104	20329	0.11570324528630789	ALAD;AQP10;AQP11;GNMT;MAT1A;PKD2L1;SLC1A2;TRPV1;UPB1;ZNF395	0.5199132840137991
SoravsNC	up	GO_Biological_Process_2025	Nicotinamide Nucleotide Metabolic Process (GO:0046496)	5	1272	42	20329	0.1198667456422162	ALDOC;ENO3;NUDT13;PFKFB1;PKLR	0.5363003533475017
SoravsNC	up	GO_Biological_Process_2025	Heme Metabolic Process (GO:0042168)	4	1272	31	20329	0.1258711875631356	ALAD;BDH2;HPX;SLCO2B1	0.5410924618317937
SoravsNC	up	GO_Biological_Process_2025	Cellular Defense Response (GO:0006968)	3	1272	20	20329	0.1261506510243681	PTK2B;TCIRG1;ZNF395	0.5410924618317937
SoravsNC	up	GO_Biological_Process_2025	Chemokine-Mediated Signaling Pathway (GO:0070098)	3	1272	20	20329	0.1261506510243681	CCL14;PTK2B;STAT5A	0.5410924618317937
SoravsNC	up	GO_Biological_Process_2025	Collagen Catabolic Process (GO:0030574)	3	1272	20	20329	0.1261506510243681	CTSK;MMP11;TMPRSS6	0.5410924618317937
SoravsNC	up	GO_Biological_Process_2025	Negative Regulation of Axonogenesis (GO:0050771)	3	1272	20	20329	0.1261506510243681	CORIN;RTN4R;SEMA6C	0.5410924618317937
SoravsNC	up	GO_Biological_Process_2025	Negative Regulation of Extrinsic Apoptotic Signaling Pathway via Death Domain Receptors (GO:1902042)	3	1272	20	20329	0.1261506510243681	FGA;FGB;FGG	0.5410924618317937
SoravsNC	up	GO_Biological_Process_2025	Plasma Membrane Invagination (GO:0099024)	3	1272	20	20329	0.1261506510243681	CD36;GSN;ITGB2	0.5410924618317937
SoravsNC	up	GO_Biological_Process_2025	Regulation of Calcium Ion-Dependent Exocytosis (GO:0017158)	3	1272	20	20329	0.1261506510243681	SYT15;SYT15B;SYT8	0.5410924618317937
SoravsNC	up	GO_Biological_Process_2025	Steroid Biosynthetic Process (GO:0006694)	3	1272	20	20329	0.1261506510243681	CYP19A1;MSMO1;PRLR	0.5410924618317937
SoravsNC	up	GO_Biological_Process_2025	Zinc Ion Transport (GO:0006829)	3	1272	20	20329	0.1261506510243681	SLC30A10;SLC39A4;SLC39A5	0.5410924618317937
SoravsNC	up	GO_Biological_Process_2025	Organic Anion Transport (GO:0015711)	8	1272	80	20329	0.1267114747484391	ABCC6;SLC22A25;SLC22A7;SLC23A1;SLC25A42;SLC2A14;SLCO2B1;SLCO4C1	0.5412613612711102
SoravsNC	up	GO_Biological_Process_2025	Negative Regulation of Angiogenesis (GO:0016525)	7	1272	68	20329	0.13182639804320304	AMOT;CD36;EFNA3;KLKB1;PTPRM;STAB1;YJEFN3	0.5608024638067408
SoravsNC	up	GO_Biological_Process_2025	Regulation of Inflammatory Response (GO:0050727)	14	1272	161	20329	0.13299786068325023	ACE2;AGXT;APOA1;BIRC3;C1QTNF3;CDH5;ENPP3;NAIP;PGAP1;PIK3AP1;PPARA;RORA;TNNC1;TRIM65	0.5634766505682193
SoravsNC	up	GO_Biological_Process_2025	Carbohydrate Catabolic Process (GO:0016052)	4	1272	32	20329	0.1371542070822283	ALDOC;ENO3;PFKFB1;PKLR	0.5660574953066052
SoravsNC	up	GO_Biological_Process_2025	Synaptic Vesicle Exocytosis (GO:0016079)	4	1272	32	20329	0.1371542070822283	PRRT2;SNAP25;STX1B;SYT8	0.5660574953066052
SoravsNC	up	GO_Biological_Process_2025	Glycerophospholipid Metabolic Process (GO:0006650)	5	1272	44	20329	0.1385997624370872	APOA4;LCAT;PLA2G4B;PNPLA3;PON1	0.5660574953066052
SoravsNC	up	GO_Biological_Process_2025	Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:0007200)	5	1272	44	20329	0.1385997624370872	AGXT;DRD4;ESR1;GPR157;OPRL1	0.5660574953066052
SoravsNC	up	GO_Biological_Process_2025	Amide Transport (GO:0042886)	3	1272	21	20329	0.1406963716658036	AQP11;SEC14L2;UPK3A	0.5660574953066052
SoravsNC	up	GO_Biological_Process_2025	Antibacterial Humoral Response (GO:0019731)	3	1272	21	20329	0.1406963716658036	FGA;FGB;TF	0.5660574953066052
SoravsNC	up	GO_Biological_Process_2025	Embryonic Organ Morphogenesis (GO:0048562)	3	1272	21	20329	0.1406963716658036	DSCAML1;DYNC2I1;FGFR2	0.5660574953066052
SoravsNC	up	GO_Biological_Process_2025	Negative Regulation of miRNA Transcription (GO:1902894)	3	1272	21	20329	0.1406963716658036	ESR1;POU5F1;PPARA	0.5660574953066052
SoravsNC	up	GO_Biological_Process_2025	Peptide Hormone Processing (GO:0016486)	3	1272	21	20329	0.1406963716658036	ACE2;CORIN;PCSK4	0.5660574953066052
SoravsNC	up	GO_Biological_Process_2025	Regulation of Calcium-Mediated Signaling (GO:0050848)	3	1272	21	20329	0.1406963716658036	FKBP1B;PGAP1;RGN	0.5660574953066052
SoravsNC	up	GO_Biological_Process_2025	Regulation of Cell Size (GO:0008361)	3	1272	21	20329	0.1406963716658036	AMOT;DEPTOR;VAV3	0.5660574953066052
SoravsNC	up	GO_Biological_Process_2025	Regulation of Myeloid Cell Differentiation (GO:0045637)	3	1272	21	20329	0.1406963716658036	L3MBTL1;MAFB;PTK2B	0.5660574953066052
SoravsNC	up	GO_Biological_Process_2025	Regulation of Regulated Secretory Pathway (GO:1903305)	3	1272	21	20329	0.1406963716658036	SYT15;SYT15B;SYT8	0.5660574953066052
SoravsNC	up	GO_Biological_Process_2025	Acylglycerol Metabolic Process (GO:0006639)	4	1272	33	20329	0.14882664127875816	APOA5;APOC3;DGAT1;PNPLA3	0.5918852630166703
SoravsNC	up	GO_Biological_Process_2025	BMP Signaling Pathway (GO:0030509)	4	1272	33	20329	0.14882664127875816	CHRD;GDF7;POU5F1;SLC39A5	0.5918852630166703
SoravsNC	up	GO_Biological_Process_2025	Positive Regulation of Cell-Cell Adhesion (GO:0022409)	4	1272	33	20329	0.14882664127875816	FGA;FGB;FGG;SERPINF2	0.5918852630166703
SoravsNC	up	GO_Biological_Process_2025	Actin Filament Polymerization (GO:0030041)	3	1272	22	20329	0.15576861563794334	COBL;FAM107A;GSN	0.6055723709070606
SoravsNC	up	GO_Biological_Process_2025	Blood Circulation (GO:0008015)	3	1272	22	20329	0.15576861563794334	ACE2;F5;SERPING1	0.6055723709070606
SoravsNC	up	GO_Biological_Process_2025	Negative Regulation of Cell-Matrix Adhesion (GO:0001953)	3	1272	22	20329	0.15576861563794334	DMTN;FAM107A;PHLDB2	0.6055723709070606
SoravsNC	up	GO_Biological_Process_2025	Regulation of Interferon-Alpha Production (GO:0032647)	3	1272	22	20329	0.15576861563794334	GPNMB;IRF5;IRF7	0.6055723709070606
SoravsNC	up	GO_Biological_Process_2025	Regulation of Toll-Like Receptor Signaling Pathway (GO:0034121)	3	1272	22	20329	0.15576861563794334	BIRC3;CD36;IRF7	0.6055723709070606
SoravsNC	up	GO_Biological_Process_2025	in Utero Embryonic Development (GO:0001701)	3	1272	22	20329	0.15576861563794334	EGFL8;FGFR2;IGF2	0.6055723709070606
SoravsNC	up	GO_Biological_Process_2025	Lipid Catabolic Process (GO:0016042)	4	1272	34	20329	0.16086415535447396	APOA4;CYP3A4;HSD17B14;LPIN3	0.6184333083627555
SoravsNC	up	GO_Biological_Process_2025	Positive Regulation of Wound Healing (GO:0090303)	4	1272	34	20329	0.16086415535447396	CLDN3;DMTN;F12;VTN	0.6184333083627555
SoravsNC	up	GO_Biological_Process_2025	Regulation of Cytokine-Mediated Signaling Pathway (GO:0001959)	4	1272	34	20329	0.16086415535447396	AGPAT2;MIB2;PALM3;SIGIRR	0.6184333083627555
SoravsNC	up	GO_Biological_Process_2025	Protein N-linked Glycosylation (GO:0006487)	6	1272	59	20329	0.1622868423712389	ENTPD5;GAL3ST1;MOGAT1;MOGAT2;PMM1;ST3GAL1	0.6216005253924206
SoravsNC	up	GO_Biological_Process_2025	Positive Regulation of MAPK Cascade (GO:0043410)	19	1272	239	20329	0.16906711986440645	CD36;DIRAS1;DRD4;ERBB2;FGA;FGB;FGF17;FGFR2;FGG;GPNMB;IGF2;MAPK8IP3;MST1R;NAIP;NPNT;PTK2B;SERPINF2;SLC30A10;UNC5CL	0.6419562349781645
SoravsNC	up	GO_Biological_Process_2025	Positive Regulation of Cold-Induced Thermogenesis (GO:0120162)	7	1272	73	20329	0.17117661645380805	CD36;DBH;GATM;PLAC8;PRLR;SCD;YBX2	0.6419562349781645
SoravsNC	up	GO_Biological_Process_2025	Intracellular Zinc Ion Homeostasis (GO:0006882)	3	1272	23	20329	0.171312020316909	MT1B;SLC30A10;SLC39A4	0.6419562349781645
SoravsNC	up	GO_Biological_Process_2025	Negative Regulation of Fatty Acid Metabolic Process (GO:0045922)	3	1272	23	20329	0.171312020316909	APOC3;SIRT4;UGT1A9	0.6419562349781645
SoravsNC	up	GO_Biological_Process_2025	Negative Regulation of miRNA Metabolic Process (GO:2000629)	3	1272	23	20329	0.171312020316909	ESR1;POU5F1;PPARA	0.6419562349781645
SoravsNC	up	GO_Biological_Process_2025	Regulation of Glycogen Biosynthetic Process (GO:0005979)	3	1272	23	20329	0.171312020316909	IGF2;PPP1R3C;PPP1R3G	0.6419562349781645
SoravsNC	up	GO_Biological_Process_2025	Monoatomic Anion Transport (GO:0006820)	4	1272	35	20329	0.17324172257798198	CLCN6;CLIC3;FXYD1;FXYD3	0.6468521871796593
SoravsNC	up	GO_Biological_Process_2025	Positive Regulation of Secretion by Cell (GO:1903532)	6	1272	61	20329	0.18084166601776652	FGA;FGB;FGG;GPNMB;MYOM1;STX1B	0.6704058904515773
SoravsNC	up	GO_Biological_Process_2025	Protein Tetramerization (GO:0051262)	6	1272	61	20329	0.18084166601776652	AQP10;GNMT;MAT1A;PKD2L1;TRPV1;UPB1	0.6704058904515773
SoravsNC	up	GO_Biological_Process_2025	Cellular Response to BMP Stimulus (GO:0071773)	4	1272	36	20329	0.18593381412875776	CHRD;GDF7;POU5F1;SLC39A5	0.6795749967100372
SoravsNC	up	GO_Biological_Process_2025	Negative Regulation of Biosynthetic Process (GO:0009890)	4	1272	36	20329	0.18593381412875776	AMDHD2;C1QTNF12;C1QTNF3;PPARA	0.6795749967100372
SoravsNC	up	GO_Biological_Process_2025	Negative Regulation of Viral Genome Replication (GO:0045071)	4	1272	36	20329	0.18593381412875776	APOBEC3C;APOBEC3D;FAM111A;IFIT1	0.6795749967100372
SoravsNC	up	GO_Biological_Process_2025	Regulation of Wound Healing (GO:0061041)	4	1272	36	20329	0.18593381412875776	CLDN3;DMTN;EPPK1;VTN	0.6795749967100372
SoravsNC	up	GO_Biological_Process_2025	Regulation of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090092)	3	1272	24	20329	0.18727187098757586	NREP;SFRP4;TGFBR3L	0.6820638669652763
SoravsNC	up	GO_Biological_Process_2025	Positive Regulation of Biosynthetic Process (GO:0009891)	7	1272	75	20329	0.18820091690328053	CD36;ESR1;MLXIPL;PCK1;PPARA;SERPINF2;SIRT4	0.6830508802293888
SoravsNC	up	GO_Biological_Process_2025	Cell-Cell Junction Assembly (GO:0007043)	5	1272	49	20329	0.1904059997907032	AMOT;CDH4;CDH5;GJB1;JUP	0.6839408592786675
SoravsNC	up	GO_Biological_Process_2025	Glucose Metabolic Process (GO:0006006)	5	1272	49	20329	0.1904059997907032	ENO3;G6PC1;GALM;PCK1;PFKFB1	0.6839408592786675
SoravsNC	up	GO_Biological_Process_2025	Positive Regulation of Protein Secretion (GO:0050714)	6	1272	62	20329	0.1904228403964691	C1QTNF3;FGA;FGB;FGG;MYOM1;NLGN2	0.6839408592786675
SoravsNC	up	GO_Biological_Process_2025	Negative Regulation of Defense Response (GO:0031348)	8	1272	89	20329	0.1927334433415723	APOA1;C1QTNF3;CDH5;DTX4;ENPP3;PPARA;RORA;TRIM65	0.6898528075467313
SoravsNC	up	GO_Biological_Process_2025	Bicellular Tight Junction Assembly (GO:0070830)	4	1272	37	20329	0.19891457552450142	CDH5;CLDN14;CLDN19;CLDN3	0.707100443131618
SoravsNC	up	GO_Biological_Process_2025	Homotypic Cell-Cell Adhesion (GO:0034109)	4	1272	37	20329	0.19891457552450142	CDHR5;FGA;FGB;FGG	0.707100443131618
SoravsNC	up	GO_Biological_Process_2025	Regulation of Actin Cytoskeleton Organization (GO:0032956)	8	1272	90	20329	0.2008333363713451	C9ORF72;CDK10;DMTN;FAM107A;OR2A4;PGAP1;PTK2B;XIRP2	0.7091647318634781
SoravsNC	up	GO_Biological_Process_2025	Regulation of MAP Kinase Activity (GO:0043405)	5	1272	50	20329	0.20150706465189624	AGXT;DIRAS1;DRD4;ERBB2;MST1R	0.7091647318634781
SoravsNC	up	GO_Biological_Process_2025	Muscle Cell Differentiation (GO:0042692)	3	1272	25	20329	0.20359449912843589	ACTN3;RORA;SYNE1	0.7091647318634781
SoravsNC	up	GO_Biological_Process_2025	Regulation of Blood Coagulation (GO:0030193)	3	1272	25	20329	0.20359449912843589	F12;KNG1;VTN	0.7091647318634781
SoravsNC	up	GO_Biological_Process_2025	Regulation of Heart Rate by Cardiac Conduction (GO:0086091)	3	1272	25	20329	0.20359449912843589	CACNA1D;HCN3;JUP	0.7091647318634781
SoravsNC	up	GO_Biological_Process_2025	Regulation of Response to Biotic Stimulus (GO:0002831)	3	1272	25	20329	0.20359449912843589	BIRC3;CD36;TKFC	0.7091647318634781
SoravsNC	up	GO_Biological_Process_2025	Negative Regulation of Inflammatory Response (GO:0050728)	7	1272	77	20329	0.20588076100643343	APOA1;C1QTNF3;CDH5;ENPP3;PPARA;RORA;TRIM65	0.7147298659688224
SoravsNC	up	GO_Biological_Process_2025	Transforming Growth Factor Beta Receptor Superfamily Signaling Pathway (GO:0141091)	8	1272	91	20329	0.20906782121814538	APOA1;CDH5;CHRD;GDF7;POU5F1;SLC39A5;TGFBR3L;WFIKKN1	0.7233746614147829
SoravsNC	up	GO_Biological_Process_2025	Carboxylic Acid Transport (GO:0046942)	4	1272	38	20329	0.21215798958702292	SLC25A29;SLC38A3;SLC6A12;SLC6A13	0.7292052754679795
SoravsNC	up	GO_Biological_Process_2025	Muscle Organ Development (GO:0007517)	4	1272	38	20329	0.21215798958702292	CAPN3;CTF1;EVC;ITGA7	0.7292052754679795
SoravsNC	up	GO_Biological_Process_2025	Negative Regulation of Carbohydrate Metabolic Process (GO:0045912)	3	1272	26	20329	0.22022761204371466	C1QTNF12;C1QTNF3;PPARA	0.7349468253728274
SoravsNC	up	GO_Biological_Process_2025	Negative Regulation of Epithelial to Mesenchymal Transition (GO:0010719)	3	1272	26	20329	0.22022761204371466	EFNA1;HPN;LDLRAD4	0.7349468253728274
SoravsNC	up	GO_Biological_Process_2025	Negative Regulation of Protein Polymerization (GO:0032272)	3	1272	26	20329	0.22022761204371466	CDH5;CLIP3;KANK4	0.7349468253728274
SoravsNC	up	GO_Biological_Process_2025	Positive Regulation of ATP-dependent Activity (GO:0032781)	3	1272	26	20329	0.22022761204371466	ALDOB;ATP2A1;RGN	0.7349468253728274
SoravsNC	up	GO_Biological_Process_2025	Very Long-Chain Fatty Acid Metabolic Process (GO:0000038)	3	1272	26	20329	0.22022761204371466	ACOT1;CYP4F12;CYP4F2	0.7349468253728274
SoravsNC	up	GO_Biological_Process_2025	Cellular Response to Hypoxia (GO:0071456)	6	1272	65	20329	0.22026230347932732	BNIP3;BNIP3L;FABP1;HILPDA;NDRG1;RORA	0.7349468253728274
SoravsNC	up	GO_Biological_Process_2025	Cellular Response to Alcohol (GO:0097306)	4	1272	39	20329	0.22563802605221275	CYP7A1;JUP;OSBPL7;SCNN1D	0.7349468253728274
SoravsNC	up	GO_Biological_Process_2025	Positive Regulation of Transport (GO:0051050)	4	1272	39	20329	0.22563802605221275	BOK;CLIP3;RXRA;TFR2	0.7349468253728274
SoravsNC	up	GO_Biological_Process_2025	Regulation of Cell-Substrate Adhesion (GO:0010810)	4	1272	39	20329	0.22563802605221275	DMTN;NPNT;PGAP1;PLG	0.7349468253728274
SoravsNC	up	GO_Biological_Process_2025	Cellular Response to Decreased Oxygen Levels (GO:0036294)	6	1272	66	20329	0.23053956947586082	BNIP3;BNIP3L;FABP1;HILPDA;NDRG1;RORA	0.7349468253728274
SoravsNC	up	GO_Biological_Process_2025	Intracellular Iron Ion Homeostasis (GO:0006879)	5	1272	53	20329	0.23601611104226183	CP;FRRS1;TF;TFR2;TMPRSS6	0.7349468253728274
