contrast	direction	library	term	overlap	query_size	gene_set_size	background_size	pvalue	overlap_genes	fdr
SoravsNC	up	MSigDB_Hallmark_2020	Coagulation	32	1272	121	20329	1.7195590278356444e-12	APOA1;APOC3;C1R;C1S;C2;C3;C8A;C8B;CTSK;F10;F11;F12;F13B;FGA;FGG;GSN;HMGCS2;HPN;ITIH1;KLKB1;MMP11;MST1;PLG;PROZ;PRSS23;RGN;S100A1;SERPINC1;SERPING1;TF;TIMP3;TMPRSS6	6.878236111342578e-11
SoravsNC	up	MSigDB_Hallmark_2020	Bile Acid Metabolism	24	1272	95	20329	2.785251159308222e-09	ABCA2;ABCA5;ABCG8;AGXT;AKR1D1;ALDH8A1;APOA1;CAT;CROT;CYP7A1;CYP8B1;DIO1;EPHX2;GNMT;HSD17B6;OPTN;PECR;PEX11A;PEX6;PHYH;PIPOX;RXRA;SERPINA6;SLC23A1	5.570502318616444e-08
SoravsNC	up	MSigDB_Hallmark_2020	Xenobiotic Metabolism	33	1272	174	20329	9.229472851704467e-09	ACSM1;ALDH3A1;ARG1;CAT;CD36;CDO1;CROT;CSAD;CYFIP2;CYP4F2;DHRS1;ECH1;ENTPD5;ESR1;F10;F11;FABP1;GCKR;GNMT;HGFAC;ITIH1;ITIH4;JUP;LCAT;LEAP2;PLG;PMM1;SERPINA6;SLC6A12;TKFC;TTPA;UPB1;VTN	1.2305963802272624e-07
SoravsNC	up	MSigDB_Hallmark_2020	Myogenesis	22	1272	142	20329	7.197272974463601e-05	ACTN3;ATP2A1;CD36;CTF1;ENO3;FABP3;FKBP1B;FXYD1;GSN;HDAC5;ITGA7;MYOM1;PPFIA4;PPP1R3C;PTP4A3;PYGM;SCD;SORBS3;TNNC1;TNNC2;TNNI2;TPM2	0.00071972729744636
SoravsNC	up	MSigDB_Hallmark_2020	Hypoxia	21	1272	179	20329	0.004100649996669325	ALDOB;ALDOC;ANGPTL4;BNIP3L;CCNG2;CP;EFNA1;EFNA3;ENO3;GALK1;INHA;KLHL24;NDRG1;PCK1;PKLR;PLAC8;PPFIA4;PPP1R3C;PYGM;RORA;WSB1	0.029466823426404967
SoravsNC	up	MSigDB_Hallmark_2020	Cholesterol Homeostasis	11	1272	71	20329	0.004420023513960745	ABCA2;ACSS2;ALDOC;ANXA13;ECH1;FBXO6;GSTM2;LSS;SCD;TM7SF2;TP53INP1	0.029466823426404967
SoravsNC	up	MSigDB_Hallmark_2020	Fatty Acid Metabolism	16	1272	137	20329	0.011757615039571581	ALAD;ALDH3A1;AQP7;CD36;CEL;ECH1;EHHADH;ENO3;FABP1;GLUL;HMGCL;HMGCS2;PPARA;RDH16;REEP6;TP53INP2	0.06718637165469475
SoravsNC	up	MSigDB_Hallmark_2020	Pperoxisome	11	1272	93	20329	0.030471519793306104	ALB;CAT;CEL;DIO1;ECH1;EHHADH;EPHX2;HMGCL;PEX11A;PEX6;SERPINA6	0.14905460490058092
SoravsNC	up	MSigDB_Hallmark_2020	Complement	16	1272	155	20329	0.03353728610263071	APOA4;C1R;C1S;C2;C3;CD36;CP;F10;F5;IRF7;ITIH1;KLKB1;PLG;SERPINC1;SERPING1;TMPRSS6	0.14905460490058092
SoravsNC	up	MSigDB_Hallmark_2020	KRAS Signaling Dn	12	1272	108	20329	0.03749014640502105	CDH16;CLSTN3;COL2A1;EFHD1;FGGY;HTR1D;ITIH3;MSH5;MYO15A;SLC38A3;TAS2R4;YBX2	0.1499605856200842
SoravsNC	up	MSigDB_Hallmark_2020	Estrogen Response Late	16	1272	167	20329	0.059137731999649897	ALDH3B1;ANXA9;CDH1;CLIC3;DNAJC12;HMGCS2;HR;IGSF1;PDZK1;PRLR;PRSS23;RAPGEFL1;ST14;TFF3;TJP3;TNNC1	0.21504629818054505
SoravsNC	up	MSigDB_Hallmark_2020	Estrogen Response Early	15	1272	171	20329	0.1169260819083518	ALDH3B1;ANXA9;CLIC3;DEPTOR;GREB1;HR;MINDY1;PDZK1;PEX11A;PRSS23;RAPGEFL1;SEC14L2;SYNGR1;TFF3;TJP3	0.3897536063611727
SoravsNC	up	MSigDB_Hallmark_2020	heme Metabolism	15	1272	175	20329	0.1342454779406496	ALAD;ALDH1L1;ALDH6A1;BCAM;BNIP3L;C3;CAT;DMTN;EPOR;FTCD;ICAM4;IGSF3;OPTN;OSBP2;SLC30A10	0.4130630090481526
SoravsNC	up	MSigDB_Hallmark_2020	Apical Junction	14	1272	164	20329	0.14743726001623877	ACTN3;ATP1A3;CDH1;CDH4;CLDN14;CLDN19;COL16A1;ICAM4;ICAM5;JUP;NECTIN4;NLGN2;SORBS3;TRO	0.4212493143321108
SoravsNC	up	MSigDB_Hallmark_2020	IL-2/STAT5 Signaling	13	1272	155	20329	0.17325775430220042	ANXA4;APLP1;CAPN3;COL6A1;ENO3;FGL2;GALM;NDRG1;RORA;S100A1;SERPINC1;SYT11;TNFSF10	0.4620206781392011
SoravsNC	up	MSigDB_Hallmark_2020	KRAS Signaling Up	11	1272	133	20329	0.2107796207543072	ANGPTL4;ARG1;BIRC3;CROT;GPNMB;IGF2;ITGB2;JUP;MAFB;MMP11;SNAP25	0.526949051885768
SoravsNC	up	MSigDB_Hallmark_2020	Hedgehog Signaling	3	1272	31	20329	0.30634615225859874	AMOT;CRMP1;PLG	0.7095922338501062
SoravsNC	up	MSigDB_Hallmark_2020	Adipogenesis	13	1272	178	20329	0.3228106099384006	ANGPTL4;C3;CAT;CCNG2;CD36;DGAT1;ECH1;EPHX2;ITGA7;LIFR;PHYH;REEP6;STAT5A	0.7095922338501062
SoravsNC	up	MSigDB_Hallmark_2020	Pancreas Beta Cells	2	1272	20	20329	0.3587561947305983	MAFB;PKLR	0.7095922338501062
SoravsNC	up	MSigDB_Hallmark_2020	Glycolysis	13	1272	183	20329	0.35905027157987573	ALDOB;ANGPTL4;CLDN3;EFNA3;GAL3ST1;GALK1;LHPP;PFKFB1;PHKA2;PPFIA4;PYGL;SPAG4;TFF3	0.7095922338501062
SoravsNC	up	MSigDB_Hallmark_2020	Inflammatory Response	9	1272	124	20329	0.37253592277130576	CSF3R;HPN;ICAM4;IRF7;SCARF1;SLC1A2;SLC28A2;STAB1;TNFSF10	0.7095922338501062
SoravsNC	up	MSigDB_Hallmark_2020	Interferon Alpha Response	6	1272	86	20329	0.4528246261663938	C1S;IFIT2;IRF7;MOV10;TMEM140;UBA7	0.7891587941007169
SoravsNC	up	MSigDB_Hallmark_2020	Epithelial Mesenchymal Transition	10	1272	151	20329	0.4734952764604301	ACTA2;APLP1;COL16A1;COL7A1;EFEMP2;FBLN5;PCOLCE;SFRP4;TIMP3;TPM2	0.7891587941007169
SoravsNC	up	MSigDB_Hallmark_2020	Interferon Gamma Response	10	1272	151	20329	0.4734952764604301	C1R;C1S;FGL2;IFIT1;IFIT2;IRF5;IRF7;SECTM1;SERPING1;TNFSF10	0.7891587941007169
SoravsNC	up	MSigDB_Hallmark_2020	Apical Surface	2	1272	31	20329	0.5860847976446941	ATP8B1;SLC34A3	0.927670360305608
SoravsNC	up	MSigDB_Hallmark_2020	UV Response Dn	7	1272	120	20329	0.6302875107177298	ANXA4;DBP;ERBB2;FBLN5;PTPRM;RXRA;SYNE1	0.927670360305608
SoravsNC	up	MSigDB_Hallmark_2020	Apoptosis	8	1272	139	20329	0.6470787988475328	BIRC3;BMF;BNIP3L;DPYD;ERBB2;GSN;TIMP3;TNFSF10	0.927670360305608
SoravsNC	up	MSigDB_Hallmark_2020	Androgen Response	5	1272	89	20329	0.6613871483398714	HSD17B14;LIFR;NDRG1;PTK2B;SCD	0.927670360305608
SoravsNC	up	MSigDB_Hallmark_2020	Allograft Rejection	7	1272	125	20329	0.6725610112215658	C2;CD7;IRF7;ITGAL;ITGB2;SIT1;STAB1	0.927670360305608
SoravsNC	up	MSigDB_Hallmark_2020	UV Response Up	6	1272	141	20329	0.8819333539156058	CDO1;COL2A1;DGAT1;NPTXR;ONECUT1;SLC6A12	0.9997600445581614
SoravsNC	up	MSigDB_Hallmark_2020	IL-6/JAK/STAT3 Signaling	2	1272	61	20329	0.9018529114216511	CD36;CSF3R	0.9997600445581614
SoravsNC	up	MSigDB_Hallmark_2020	PI3K/AKT/mTOR  Signaling	3	1272	93	20329	0.9359008457201794	FGF17;MAP2K6;VAV3	0.9997600445581614
SoravsNC	up	MSigDB_Hallmark_2020	p53 Pathway	7	1272	181	20329	0.9405145985062712	CYFIP2;DDB2;NDRG1;PMM1;RXRA;ST14;ZMAT3	0.9997600445581614
SoravsNC	up	MSigDB_Hallmark_2020	Spermatogenesis	2	1272	82	20329	0.9678709579926573	PCSK4;YBX2	0.9997600445581614
SoravsNC	up	MSigDB_Hallmark_2020	Oxidative Phosphorylation	7	1272	198	20329	0.9679253321119965	ACADSB;ALDH6A1;BDH2;ECH1;GLUD1;PHYH;TCIRG1	0.9997600445581614
SoravsNC	up	MSigDB_Hallmark_2020	DNA Repair	4	1272	147	20329	0.9843067372265246	AGO4;BCAM;DDB2;VPS37D	0.9997600445581614
SoravsNC	up	MSigDB_Hallmark_2020	TNF-alpha Signaling via NF-kB	4	1272	162	20329	0.9923002663408976	BIRC3;EFNA1;IFIT2;STAT5A	0.9997600445581614
SoravsNC	up	MSigDB_Hallmark_2020	mTORC1 Signaling	4	1272	194	20329	0.9984254192712808	FGL2;ITGB2;SCD;TM7SF2	0.9997600445581614
SoravsNC	up	MSigDB_Hallmark_2020	Mitotic Spindle	3	1272	197	20329	0.9997162977933379	CDC42EP4;GSN;SORBS2	0.9997600445581614
SoravsNC	up	MSigDB_Hallmark_2020	E2F Targets	3	1272	200	20329	0.9997600445581614	CBX5;MXD3;PAN2	0.9997600445581614
SoravsNC	up	KEGG_2021_Human	Complement and coagulation cascades	24	1272	62	20329	1.018876740398598e-13	C1R;C1S;C2;C3;C6;C8A;C8B;F10;F11;F12;F13B;F5;FGA;FGB;FGG;ITGB2;KLKB1;KNG1;PLG;SERPINC1;SERPIND1;SERPINF2;SERPING1;VTN	2.496248013976565e-11
SoravsNC	up	KEGG_2021_Human	PPAR signaling pathway	18	1272	60	20329	1.4306216439683216e-08	ANGPTL4;APOA1;APOA5;APOC3;AQP7;CD36;CYP7A1;CYP8B1;EHHADH;FABP1;FABP3;HMGCS2;PCK1;PLIN1;PLIN5;PPARA;RXRA;SCD	1.7525115138611937e-06
SoravsNC	up	KEGG_2021_Human	Fat digestion and absorption	11	1272	33	20329	2.9646364739159882e-06	ABCG8;AGPAT2;APOA1;APOA4;CD36;CEL;DGAT1;FABP1;MOGAT2;MTTP;PLA2G12B	0.00024211197870313905
SoravsNC	up	KEGG_2021_Human	Butanoate metabolism	8	1272	24	20329	6.847406131261155e-05	ACSM1;ACSM2A;ACSM2B;ACSM5;BDH2;EHHADH;HMGCL;HMGCS2	0.004194036255397457
SoravsNC	up	KEGG_2021_Human	Metabolism of xenobiotics by cytochrome P450	11	1272	47	20329	0.0001187215763625196	ADH6;AKR7A3;ALDH3A1;ALDH3B1;CYP2D6;CYP3A4;GSTA1;GSTA2;GSTM2;SULT2A1;UGT1A9	0.005817357241763461
SoravsNC	up	KEGG_2021_Human	Protein digestion and absorption	12	1272	58	20329	0.0002078198178853393	ACE2;ATP1A3;COL16A1;COL18A1;COL27A1;COL2A1;COL4A5;COL4A6;COL6A1;COL7A1;FXYD2;XPNPEP2	0.008485975896984688
SoravsNC	up	KEGG_2021_Human	Glycine, serine and threonine metabolism	9	1272	36	20329	0.0002884041355872036	AGXT;AMT;BHMT;CHDH;DAO;DMGDH;GATM;GNMT;PIPOX	0.010094144745552126
SoravsNC	up	KEGG_2021_Human	Proximal tubule bicarbonate reclamation	6	1272	17	20329	0.000403118560479042	ATP1A3;FXYD2;GLUD1;GLUD2;PCK1;SLC38A3	0.01105042785220425
SoravsNC	up	KEGG_2021_Human	Glycolysis / Gluconeogenesis	11	1272	54	20329	0.0004362299459742486	ACSS2;ADH6;ALDH3A1;ALDH3B1;ALDOB;ALDOC;ENO3;G6PC1;GALM;PCK1;PKLR	0.01105042785220425
SoravsNC	up	KEGG_2021_Human	Cholesterol metabolism	10	1272	46	20329	0.0004561868379142718	ABCG8;ANGPTL4;APOA1;APOA4;APOC3;CD36;CYP7A1;LCAT;LIPC;STAR	0.01105042785220425
SoravsNC	up	KEGG_2021_Human	Staphylococcus aureus infection	8	1272	31	20329	0.0004961416586703949	C1R;C1S;C2;C3;FGG;ITGAL;ITGB2;PLG	0.01105042785220425
SoravsNC	up	KEGG_2021_Human	Peroxisome	13	1272	75	20329	0.0007086078062685979	AGXT;CAT;CROT;DAO;ECH1;EHHADH;EPHX2;HMGCL;PECR;PEX11A;PEX6;PHYH;PIPOX	0.014467409377983874
SoravsNC	up	KEGG_2021_Human	Drug metabolism	13	1272	76	20329	0.0008067090662048218	ADH6;ALDH3A1;ALDH3B1;CYP2D6;CYP3A4;DPYD;DPYS;FMO5;GSTA1;GSTA2;GSTM2;UGT1A9;UPB1	0.014818713651016337
SoravsNC	up	KEGG_2021_Human	beta-Alanine metabolism	7	1272	26	20329	0.0008467836372009336	ALDH3A1;ALDH3B1;ALDH6A1;DPYD;DPYS;EHHADH;UPB1	0.014818713651016337
SoravsNC	up	KEGG_2021_Human	Arginine biosynthesis	6	1272	20	20329	0.0010735039820735565	ARG1;GLUD1;GLUD2;GLUL;GPT;OTC	0.017533898373868092
SoravsNC	up	KEGG_2021_Human	Neuroactive ligand-receptor interaction	16	1272	113	20329	0.0017780927405948229	C3;CHRNA2;CHRNE;DRD4;GRIN3B;HTR1D;KNG1;NPFF;OPRL1;P2RY8;PLG;PRLR;SCTR;SSTR3;TRPV1;UCN2	0.027227045090358223
SoravsNC	up	KEGG_2021_Human	Bile secretion	11	1272	64	20329	0.0019119830243140303	ABCG8;ATP1A3;CYP3A4;CYP7A1;FXYD2;RXRA;SCTR;SLC22A7;SLC51A;SULT2A1;UGT1A9	0.02755504946805514
SoravsNC	up	KEGG_2021_Human	Glycerolipid metabolism	9	1272	49	20329	0.003027518908546563	AGPAT2;CEL;DGAT1;LIPC;LPIN3;MOGAT1;MOGAT2;PNPLA3;TKFC	0.041207896255217105
SoravsNC	up	KEGG_2021_Human	Starch and sucrose metabolism	6	1272	25	20329	0.003748809279784198	AMY2B;ENPP3;G6PC1;MGAM;PYGL;PYGM	0.048339909134059396
SoravsNC	up	KEGG_2021_Human	ECM-receptor interaction	10	1272	66	20329	0.007614634644659721	CD36;CHAD;COL2A1;COL4A5;COL4A6;COL6A1;ITGA7;LAMB2;NPNT;VTN	0.09041008549555231
SoravsNC	up	KEGG_2021_Human	Carbohydrate digestion and absorption	6	1272	29	20329	0.008120707885609415	AMY2B;ATP1A3;CACNA1D;FXYD2;G6PC1;MGAM	0.09041008549555231
SoravsNC	up	KEGG_2021_Human	Glyoxylate and dicarboxylate metabolism	6	1272	29	20329	0.008120707885609415	ACSS2;AGXT;AMT;CAT;GLUL;HOGA1	0.09041008549555231
SoravsNC	up	KEGG_2021_Human	PI3K-Akt signaling pathway	26	1272	252	20329	0.008487477413868176	CHAD;COL2A1;COL4A5;COL4A6;COL6A1;CREB3L3;CSF3R;EFNA1;EFNA3;EFNA4;EPO;EPOR;ERBB2;FGF17;FGFR2;G6PC1;GNG3;GNG7;IGF2;ITGA7;LAMB2;PCK1;PIK3AP1;PRLR;RXRA;VTN	0.09041008549555231
SoravsNC	up	KEGG_2021_Human	Fructose and mannose metabolism	6	1272	32	20329	0.013209140787112729	ALDOB;ALDOC;PFKFB1;PFKFB4;PMM1;TKFC	0.13484331220177578
SoravsNC	up	KEGG_2021_Human	Pancreatic secretion	8	1272	52	20329	0.014816939898585775	AMY2B;ATP1A3;ATP2A1;ATP2B2;CEL;FXYD2;PLA2G12B;SCTR	0.1389386366313426
SoravsNC	up	KEGG_2021_Human	Galactose metabolism	5	1272	24	20329	0.014910178557828824	G6PC1;GALK1;GALM;GALT;MGAM	0.1389386366313426
SoravsNC	up	KEGG_2021_Human	Alanine, aspartate and glutamate metabolism	6	1272	33	20329	0.01531160485325	ADSS1;AGXT;GLUD1;GLUD2;GLUL;GPT	0.1389386366313426
SoravsNC	up	KEGG_2021_Human	Retinol metabolism	7	1272	43	20329	0.016440083357822245	ADH6;CYP3A4;DGAT1;HSD17B6;RDH16;RDH5;UGT1A9	0.14375302378181928
SoravsNC	up	KEGG_2021_Human	Cytokine-cytokine receptor interaction	15	1272	131	20329	0.01701566403948065	CCL14;CCR10;CSF3R;CTF1;EPO;EPOR;GDF7;IL11RA;INHA;INHBC;LIFR;PRLR;TNFRSF14;TNFRSF25;TNFSF10	0.14375302378181928
SoravsNC	up	KEGG_2021_Human	Histidine metabolism	4	1272	17	20329	0.018839558474510132	ALDH3A1;ALDH3B1;FTCD;UROC1	0.1529668046116109
SoravsNC	up	KEGG_2021_Human	Systemic lupus erythematosus	9	1272	65	20329	0.01935498344065281	C1R;C1S;C2;C3;C6;C8A;C8B;H2AC13;H3C10	0.1529668046116109
SoravsNC	up	KEGG_2021_Human	Mineral absorption	7	1272	45	20329	0.02079022925651244	ATP1A3;ATP2B2;FXYD2;MT1B;SLC34A3;SLC39A4;TF	0.15917519274517336
SoravsNC	up	KEGG_2021_Human	Pantothenate and CoA biosynthesis	4	1272	18	20329	0.023049512179799458	DPYD;DPYS;ENPP3;UPB1	0.1711251661833596
SoravsNC	up	KEGG_2021_Human	African trypanosomiasis	4	1272	19	20329	0.0277860676468759	APOA1;APOL1;HPR;KNG1	0.19450247352813133
SoravsNC	up	KEGG_2021_Human	Vitamin digestion and absorption	4	1272	19	20329	0.0277860676468759	APOA1;APOA4;RBP2;SLC23A1	0.19450247352813133
SoravsNC	up	KEGG_2021_Human	GABAergic synapse	7	1272	49	20329	0.03176361267814298	CACNA1D;GLUL;GNG3;GNG7;SLC38A3;SLC6A12;SLC6A13	0.21616903072625085
SoravsNC	up	KEGG_2021_Human	Steroid biosynthesis	4	1272	20	20329	0.03305956683101339	CEL;LSS;MSMO1;TM7SF2	0.21890794252968324
SoravsNC	up	KEGG_2021_Human	Taste transduction	5	1272	30	20329	0.0367386618153145	HTR1D;HTR3B;PKD2L1;TAS1R1;TAS2R4	0.23686768801979086
SoravsNC	up	KEGG_2021_Human	Cardiac muscle contraction	7	1272	51	20329	0.038478136616182136	ATP1A3;ATP2A1;CACNA1D;CACNB4;FXYD2;TNNC1;TPM2	0.2417216274606314
SoravsNC	up	KEGG_2021_Human	Pyrimidine metabolism	7	1272	52	20329	0.04215876721669712	AK9;DPYD;DPYS;ENPP3;ENTPD5;ENTPD8;UPB1	0.2582224492022699
SoravsNC	up	KEGG_2021_Human	Hematopoietic cell lineage	6	1272	42	20329	0.0451975551476106	CD36;CD7;CSF3R;EPO;EPOR;IL11RA	0.27008295149181943
SoravsNC	up	KEGG_2021_Human	Cell adhesion molecules	10	1272	88	20329	0.0479187926921717	CDH1;CDH4;CDH5;CLDN14;CLDN19;CLDN3;ITGAL;ITGB2;NLGN2;PTPRM	0.2795262907043349
SoravsNC	up	KEGG_2021_Human	ABC transporters	5	1272	33	20329	0.05252905915738663	ABCA2;ABCA5;ABCA7;ABCC6;ABCG8	0.29249135212635735
SoravsNC	up	KEGG_2021_Human	Tryptophan metabolism	5	1272	33	20329	0.05252905915738663	ALDH8A1;CAT;EHHADH;HAAO;KYAT1	0.29249135212635735
SoravsNC	up	KEGG_2021_Human	Steroid hormone biosynthesis	6	1272	45	20329	0.060042173964649136	AKR1D1;CYP19A1;CYP3A4;CYP7A1;HSD17B6;UGT1A9	0.32689628047420083
SoravsNC	up	KEGG_2021_Human	Primary bile acid biosynthesis	3	1272	15	20329	0.06323523660818248	AKR1D1;CYP7A1;CYP8B1	0.3367963688914067
SoravsNC	up	KEGG_2021_Human	Arachidonic acid metabolism	5	1272	35	20329	0.06493800937228728	CYP4F2;CYP4F3;EPHX2;PLA2G12B;PLA2G4B	0.3385066446002209
SoravsNC	up	KEGG_2021_Human	Chemical carcinogenesis	15	1272	157	20329	0.06734750760173694	CACNA1D;CREB3L3;CYP3A4;CYP3A43;EPHX2;ESR1;FGF17;GSTA1;GSTA2;GSTM2;PPARA;RXRA;STAT5A;SULT2A1;UGT1A9	0.34375290338386566
SoravsNC	up	KEGG_2021_Human	Pertussis	7	1272	58	20329	0.06896107973327247	C1R;C1S;C2;C3;CALML4;ITGB2;SERPING1	0.34389976966958297
SoravsNC	up	KEGG_2021_Human	Glutamatergic synapse	8	1272	70	20329	0.0701836264631802	CACNA1D;GLUL;GNG3;GNG7;GRIN3B;PLA2G4B;SLC1A2;SLC38A3	0.34389976966958297
SoravsNC	up	KEGG_2021_Human	Serotonergic synapse	7	1272	59	20329	0.07423035683393048	CACNA1D;CYP2D6;GNG3;GNG7;HTR1D;HTR3B;PLA2G4B	0.3502263049680146
SoravsNC	up	KEGG_2021_Human	Linoleic acid metabolism	3	1272	16	20329	0.0743337463605582	CYP3A4;PLA2G12B;PLA2G4B	0.3502263049680146
SoravsNC	up	KEGG_2021_Human	Pentose phosphate pathway	4	1272	26	20329	0.07607396677796717	ALDOB;ALDOC;RBKS;RGN	0.35166267661513123
SoravsNC	up	KEGG_2021_Human	Tyrosine metabolism	4	1272	27	20329	0.0850840133642959	ADH6;ALDH3A1;ALDH3B1;DBH	0.3777618074696789
SoravsNC	up	KEGG_2021_Human	Maturity onset diabetes of the young	3	1272	17	20329	0.08622535805042555	HNF1B;ONECUT1;PKLR	0.3777618074696789
SoravsNC	up	KEGG_2021_Human	Pyruvate metabolism	5	1272	38	20329	0.08634555599306946	ACSS2;ADH6;LDHD;PCK1;PKLR	0.3777618074696789
SoravsNC	up	KEGG_2021_Human	Calcium signaling pathway	13	1272	138	20329	0.09161947167746944	ATP2A1;ATP2B2;CACNA1D;CALML4;ERBB2;FGF17;FGFR2;MST1;MST1R;PHKA2;PTK2B;TNNC1;TNNC2	0.38870389533825705
SoravsNC	up	KEGG_2021_Human	Glucagon signaling pathway	9	1272	87	20329	0.09360624418349864	CALML4;CREB3L3;G6PC1;PCK1;PFKFB1;PHKA2;PPARA;PYGL;PYGM	0.38870389533825705
SoravsNC	up	KEGG_2021_Human	Leukocyte transendothelial migration	9	1272	87	20329	0.09360624418349864	CDH5;CLDN14;CLDN19;CLDN3;ITGAL;ITGB2;PTK2B;RASSF5;VAV3	0.38870389533825705
SoravsNC	up	KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	6	1272	51	20329	0.09743218662980217	ACTN3;ATP2A1;CACNA1D;CACNB4;ITGA7;JUP	0.3978480954050255
SoravsNC	up	KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	10	1272	102	20329	0.10522715997276683	ATP1A3;ATP2A1;ATP2B2;CACNA1D;CACNB4;CALML4;CREB3L3;FXYD2;TNNC1;TPM2	0.4226336753004569
SoravsNC	up	KEGG_2021_Human	cAMP signaling pathway	13	1272	142	20329	0.10818311847889876	ATP1A3;ATP2A1;ATP2B2;CACNA1D;CALML4;CREB3L3;FXYD1;FXYD2;GRIN3B;HTR1D;PDE4C;PPARA;VAV3	0.42749780689242256
SoravsNC	up	KEGG_2021_Human	Ovarian steroidogenesis	4	1272	31	20329	0.1258711875631356	ACOT1;CYP19A1;PLA2G4B;STAR	0.48292046095265906
SoravsNC	up	KEGG_2021_Human	One carbon pool by folate	3	1272	20	20329	0.1261506510243681	ALDH1L1;AMT;FTCD	0.48292046095265906
SoravsNC	up	KEGG_2021_Human	Amoebiasis	7	1272	68	20329	0.13182639804320304	ARG1;C8A;C8B;COL4A5;COL4A6;ITGB2;LAMB2	0.4968841157013037
SoravsNC	up	KEGG_2021_Human	Hypertrophic cardiomyopathy	6	1272	57	20329	0.14460392493655727	ATP2A1;CACNA1D;CACNB4;ITGA7;TNNC1;TPM2	0.5208932444756537
SoravsNC	up	KEGG_2021_Human	Synaptic vesicle cycle	6	1272	57	20329	0.14460392493655727	SLC1A2;SLC6A12;SLC6A13;SNAP25;STX1B;TCIRG1	0.5208932444756537
SoravsNC	up	KEGG_2021_Human	Insulin resistance	9	1272	96	20329	0.14620188324923425	CD36;CREB3L3;G6PC1;MLXIPL;PCK1;PPARA;PPP1R3C;PYGL;PYGM	0.5208932444756537
SoravsNC	up	KEGG_2021_Human	Salivary secretion	5	1272	45	20329	0.14841946099614206	AMY2B;ATP1A3;ATP2B2;CALML4;FXYD2	0.5208932444756537
SoravsNC	up	KEGG_2021_Human	Endocrine and other factor-regulated calcium reabsorption	4	1272	33	20329	0.14882664127875816	ATP1A3;ATP2B2;ESR1;FXYD2	0.5208932444756537
SoravsNC	up	KEGG_2021_Human	Ras signaling pathway	14	1272	165	20329	0.1524314745335399	CALML4;EFNA1;EFNA3;EFNA4;FGF17;FGFR2;GNG3;GNG7;IGF2;PLA2G12B;PLA2G4B;RASA4;RASA4B;RASSF5	0.5217545368965192
SoravsNC	up	KEGG_2021_Human	Dilated cardiomyopathy	6	1272	58	20329	0.15333194553693627	ATP2A1;CACNA1D;CACNB4;ITGA7;TNNC1;TPM2	0.5217545368965192
SoravsNC	up	KEGG_2021_Human	Arginine and proline metabolism	5	1272	46	20329	0.1585239700617873	ARG1;AZIN2;DAO;GATM;HOGA1	0.5320325022621628
SoravsNC	up	KEGG_2021_Human	Valine, leucine and isoleucine degradation	5	1272	47	20329	0.16889951073512421	ACADSB;ALDH6A1;EHHADH;HMGCL;HMGCS2	0.5591943260825059
SoravsNC	up	KEGG_2021_Human	Viral protein interaction with cytokine and cytokine receptor	4	1272	35	20329	0.17324172257798198	CCL14;CCR10;TNFRSF14;TNFSF10	0.5659229604214078
SoravsNC	up	KEGG_2021_Human	Ether lipid metabolism	4	1272	36	20329	0.18593381412875776	GAL3ST1;PLA2G12B;PLA2G4B;TMEM86B	0.5993919008098112
SoravsNC	up	KEGG_2021_Human	Necroptosis	10	1272	119	20329	0.21109230201880952	BIRC3;GLUD1;GLUD2;GLUL;H2AC13;PLA2G4B;PYGL;PYGM;STAT5A;TNFSF10	0.6666128155287944
SoravsNC	up	KEGG_2021_Human	Insulin secretion	5	1272	51	20329	0.2128195513934281	ATP1A3;CACNA1D;CREB3L3;FXYD2;SNAP25	0.6666128155287944
SoravsNC	up	KEGG_2021_Human	Glycerophospholipid metabolism	7	1272	78	20329	0.21494862215010102	AGPAT2;ETNK2;LCAT;LPIN3;PLA2G12B;PLA2G4B;PNPLA7	0.6666128155287944
SoravsNC	up	KEGG_2021_Human	Aldosterone synthesis and secretion	6	1272	67	20329	0.24096449535706835	ATP1A3;ATP2B2;CACNA1D;CALML4;CREB3L3;STAR	0.7379537670310219
SoravsNC	up	KEGG_2021_Human	Nicotinate and nicotinamide metabolism	3	1272	28	20329	0.25422456125529574	ASPDH;ENPP3;SIRT4	0.7689508334265117
SoravsNC	up	KEGG_2021_Human	alpha-Linolenic acid metabolism	2	1272	16	20329	0.2645339890820362	PLA2G12B;PLA2G4B	0.7840069207265801
SoravsNC	up	KEGG_2021_Human	Rap1 signaling pathway	12	1272	156	20329	0.27128755923582243	CALML4;CDH1;EFNA1;EFNA3;EFNA4;FGF17;FGFR2;ITGAL;ITGB2;MAP2K6;RASSF5;VAV3	0.7840069207265801
SoravsNC	up	KEGG_2021_Human	Malaria	3	1272	29	20329	0.271492852040178	CD36;ITGAL;ITGB2	0.7840069207265801
SoravsNC	up	KEGG_2021_Human	Adipocytokine signaling pathway	5	1272	56	20329	0.27200240106840534	CD36;G6PC1;PCK1;PPARA;RXRA	0.7840069207265801
SoravsNC	up	KEGG_2021_Human	cGMP-PKG signaling pathway	9	1272	113	20329	0.27570628502343913	ATP1A3;ATP2A1;ATP2B2;CACNA1D;CALML4;CREB3L3;FXYD2;KNG1;NFATC2	0.7854423236132859
