ensembl_gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_symbol
ENSG00000227232	78.0050274977818	0.237260799575988	0.200205871682643	1.18508412156904	0.235984188442977	0.398609852975672	WASH7P
ENSG00000278267	1.49921027711374	1.84174796212081	1.59626420480665	1.15378641992658	0.248587743061552		MIR6859-1
ENSG00000233750	1.1492782293481	-2.45962806963888	1.80786187447535	-1.36051769461241	0.173666157316332		CICP27
ENSG00000268903	2.3451881053644	1.5262721273025	1.33816675525385	1.1405694554211	0.254049134128084		ENSG00000268903
ENSG00000269981	9.96280893993318	0.98764523592792	0.581453586677814	1.69857966062419	0.0893984114456379	0.193111010683277	ENSG00000269981
ENSG00000241860	14.9046422391275	1.12903290888777	0.499951857270513	2.2582832576155	0.0239280054126223	0.0668053549772479	ENSG00000241860
ENSG00000279457	120.8494305368	0.342394232537034	0.184442963381344	1.85636917917611	0.0634009546886106	0.147564309064184	WASH9P
ENSG00000228463	34.417711666743	-0.218277451249537	0.349880943208061	-0.623862075048015	0.532718168687147	0.693545381452783	ENSG00000228463
ENSG00000237094	35.1022123048514	-0.0355722969981342	0.318500581780324	-0.11168675673776	0.911071780219353	0.948841085782207	ENSG00000237094
ENSG00000250575	2.58347734598221	-1.28480986188852	1.25287227657738	-1.02549149335349	0.305131337194852		ENSG00000250575
ENSG00000230021	18.1433143856426	-0.760244112679443	0.421731704368492	-1.80267242136288	0.0714396758499374	0.1620881795578	ENSG00000230021
ENSG00000225972	12.583267676363	-1.24923821382628	0.51352205185031	-2.43268659899814	0.0149872668708633	0.0449547640322801	MTND1P23
ENSG00000225630	82.3567553910327	-0.0789058146888236	0.214928073478364	-0.367126608505923	0.713524580280793	0.828889314814185	MTND2P28
ENSG00000237973	644.025878588692	-0.183565214901118	0.0997037450563927	-1.84110651808809	0.0656059506829495	0.15158355653632	MTCO1P12
ENSG00000229344	6.3904391279405	-1.7214589920738	0.826892501170189	-2.08184133927645	0.0373569643767429	0.095760257803161	MTCO2P12
ENSG00000248527	3593.93681574196	-0.533745822843503	0.0771480391638478	-6.9184625899555	4.5657132229123696e-12	8.041634182498629e-11	MTATP6P1
